Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,PlayScore,GameScore,CriticScore
BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.57,87,50,8.4,112,Arc System Works,T,8.26,8.21,8.3
NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0.12,0,0.07,0.57,88,35,7.9,40,EA Canada,E10+,8.17,7.94,8.41
Rock Band 3,PS3,2010,Misc,MTV Games,0.43,0.08,0,0.05,0.57,91,34,8,95,Harmonix Music Systems,T,8.66,8.36,8.96
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,80,39,7.8,126,Nippon Ichi Software,T,8.3,8.75,7.85
Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.36,0,0.12,0.57,75,36,7.5,20,Pam Development,E,7.79,7.85,7.74
Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.32,0,0.21,0.03,0.57,78,33,8.1,122,Neverland,E10+,8.73,9.58,7.88
Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0,0.04,0.56,86,29,6.2,1727,Respawn Entertainment,M,7.92,7.38,8.46
Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,80,53,7.4,312,Ninja Theory,T,7.87,7.98,7.76
Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.55,75,30,7.7,284,Capcom,M,7.93,8.24,7.63
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55,81,18,6.8,19,Visual Concepts,E,7.95,8.19,7.71
Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0,0.09,0.55,86,22,6.9,1611,Ubisoft Montreal,M,8.34,8.53,8.14
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.12,0,0.08,0.54,75,69,8.3,343,Sanzaru Games,E10+,8.26,9.16,7.36
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,77,27,8,350,Yager,M,8.41,8.88,7.93
NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.17,0,0.09,0.54,80,22,6,79,Electronic Arts,E10+,8.23,8.9,7.57
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,77,22,6.3,40,Codemasters Birmingham,E,8.09,8.55,7.64
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.26,0,0.1,0.54,72,31,7.4,64,Day 1 Studios,M,7.55,7.51,7.59
Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.21,0,0.08,0.54,75,14,5.7,9,Electronic Arts,E,7.86,8.38,7.34
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,58,18,7.5,20,"Omega Force, Koei Tecmo Games",T,7.28,8.2,6.36
NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,81,32,7.5,25,EA Canada,E,7.84,8.12,7.55
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,69,57,7,87,Racjin,E10+,7.24,7.78,6.71
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,82,62,8.3,288,Vanillaware,T,8.6,9.22,7.98
Overwatch,PC,2016,Shooter,Activision,0.25,0.24,0,0.04,0.53,91,62,6.8,4052,Blizzard Entertainment,T,8.48,8.05,8.91
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0,0.04,0.53,88,62,8.3,833,Blizzard Entertainment,T,8.54,8.41,8.67
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0,0.09,0.53,91,27,8.6,1847,Rocksteady Studios,T,9.07,9.34,8.8
Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,83,57,7.7,288,"Epic Games, People Can Fly",M,8.26,8.39,8.13
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.19,0,0.08,0.52,66,11,8.4,16,Ubisoft Montreal,E10+,7.83,8.76,6.91
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0,0.01,0.04,0.52,76,25,4.2,22,EA Tiburon,E,7.31,6.95,7.66
NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0,0.02,0.04,0.52,75,32,7.8,15,EA Canada,E,7.91,8.28,7.53
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0,0.08,0.52,61,33,3.7,78,EA Tiburon,E,6.4,6.63,6.16
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,68,45,6.6,425,"City Interactive, Deck 13",M,7.32,7.68,6.96
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,78,51,7.5,150,Nippon Ichi Software,T,7.91,8.41,7.41
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.15,0,0.08,0.51,34,14,3.6,196,Terminal Reality,M,6.07,7.97,4.17
Ratatouille,PS3,2007,Action,THQ,0.09,0.32,0,0.1,0.51,55,8,4.8,4,Heavy Iron Studios,E,7.04,7.53,6.55
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0,0.46,0,0.05,0.51,91,67,8.6,3542,BioWare,M,8.83,8.93,8.72
Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.22,0,0.09,0.5,54,30,6.9,28,Ubisoft Montreal,T,7.21,8.28,6.15
R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.08,0.5,76,37,7.3,50,Eugen Systems,T,7.72,7.82,7.61
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,75,59,7.2,56,Namco Bandai Games,E,8.05,8.75,7.35
Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54,22,7,28,Omega Force,T,7.16,8.12,6.21
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,55,57,5.5,31,Sega,E,6.81,7.77,5.85
Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.14,0.07,0.03,0.49,59,34,6.5,144,Dimps Corporation,E10+,7.6,8.72,6.47
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.2,0.21,0,0.08,0.49,81,29,7.7,111,PopCap,E10+,8.52,8.92,8.11
Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.16,0.13,0.03,0.49,65,69,6.4,110,Capcom,M,7.52,8.71,6.33
Medal of Honor,PC,2010,Shooter,Electronic Arts,0.2,0.23,0,0.06,0.49,72,26,6.4,516,"Dice, Danger Close",M,7.31,7.5,7.12
Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24,Gameloft,E10+,6.9,8.77,5.03
Steel Diver,3DS,2011,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,58,55,6.3,29,Nintendo,E10+,6.77,7.77,5.77
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49,81,70,7.4,103,Silicon Studio,T,8.75,9.42,8.08
Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0,0.03,0.48,85,34,5.8,1345,Ubisoft Montreal,M,7.82,7.44,8.2
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.21,0.19,0,0.08,0.48,77,74,7.7,155,Evolution Studios,T,8.13,8.56,7.7
The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0.21,0,0.07,0.48,72,54,8.1,118,Pandemic Studios,M,7.49,7.84,7.13
Dark Sector,PS3,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,72,47,7.6,70,Digital Extremes,M,7.26,7.4,7.12
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.19,0.2,0.01,0.08,0.47,79,48,7.9,98,Monolith Productions,M,7.66,7.56,7.77
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0,0.45,0,0.02,0.47,85,67,8.1,1502,Relic,M,8.46,8.5,8.42
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.09,0.22,0.1,0.06,0.46,74,34,7.4,118,Omega Force,T,8.37,9.33,7.41
Two Worlds II,PS3,2011,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,70,28,7,65,Reality Pump,M,7.02,6.9,7.13
Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,0.21,0.15,0.04,0.06,0.46,64,41,6.9,262,Vatra,M,7.19,7.92,6.46
Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.2,0.15,0.03,0.07,0.45,71,52,7.3,58,Volition Inc.,M,7.63,8.07,7.19
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,74,48,7.1,103,Day 1 Studios,M,7.47,7.64,7.3
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45,85,61,7.6,478,Konami,E,8.6,8.8,8.4
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.13,0.29,0,0.03,0.45,81,23,8.2,1647,MachineGames,M,8.35,8.85,7.85
Deadpool,PS3,2013,Action,Activision,0.23,0.14,0,0.08,0.45,61,27,7.2,221,High Moon Studios,M,7.55,8.71,6.38
Watch Dogs,PC,2014,Action,Ubisoft,0.15,0.26,0,0.03,0.45,77,18,4.7,3288,Ubisoft Montreal,M,7.44,6.98,7.91
"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,0.13,0.23,0,0.08,0.44,70,46,7.4,162,Relic,M,7.47,8.11,6.82
Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69,49,6.6,28,Sega,E,6.97,7.24,6.69
Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0.18,0,0.07,0.44,78,46,5.6,32,Toys for Bob,E10+,8.38,8.82,7.95
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0,0.04,0.44,73,36,6.6,17,Neversoft Entertainment,T,7.46,7.44,7.49
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.18,0,0.07,0.44,59,22,6.6,36,Etranges Libellules,E10+,7,7.29,6.71
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0,0.05,0.44,74,57,7.5,96,Beenox,T,7.63,7.95,7.31
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,80,34,7.8,117,Tri-Crescendo,T,8.11,8.07,8.14
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58,43,5,152,Team Ninja,M,6.28,6.84,5.71
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73,26,7.5,100,CyberConnect2,T,8.19,8.97,7.41
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.08,0.43,81,26,6.8,79,SCEA San Diego Studios,E,8.37,8.69,8.05
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,45,31,7,148,"Idea Factory, Compile Heart",T,6.1,7.25,4.95
Payday 2,PS3,2013,Shooter,505 Games,0.22,0.14,0,0.08,0.43,74,12,6.2,181,Overkill Software,M,8.33,9.16,7.5
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47,14,6,24,TOYBOX,E10+,6.12,6.88,5.36
Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.11,0,0.06,0.43,77,5,7.1,29,Ubisoft,E10+,8.01,8.66,7.35
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.16,0.22,0,0.05,0.43,87,30,7.6,2202,Rockstar Studios,M,8.35,8.27,8.42
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,0.43,64,49,6.9,117,Obsidian Entertainment,M,6.9,7.17,6.63
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79,51,7.2,244,RedLynx,E10+,8.17,8.5,7.85
Story of Seasons,3DS,2014,Simulation,Nintendo,0,0.14,0.27,0.01,0.42,76,39,8.2,54,Marvelous AQL,E10+,8.11,8.75,7.48
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.42,0,0.42,46,22,4.5,34,Spike Chunsoft,M,6.99,8.67,5.31
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.19,0.16,0,0.07,0.41,75,4,5.5,51,Ubisoft,E10+,7.98,8.54,7.41
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.05,0.31,0,0.06,0.41,69,17,8.7,12,Maximum Games,E,7.96,8.96,6.95
Terraria,PS3,2013,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81,12,7.9,70,Engine Software,T,8.53,9.23,7.83
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.22,0.15,0,0.04,0.41,79,33,5.8,1188,Massive Entertainment,M,7.39,6.8,7.98
Green Day: Rock Band,PS3,2010,Misc,MTV Games,0.19,0.15,0,0.06,0.41,76,41,6.3,24,"Harmonix Music Systems, Demiurge Studios",T,7.84,8.16,7.52
F1 2014,PS3,2014,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62,19,4.1,28,Codemasters Birmingham,E,7.79,8.69,6.89
Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,0.15,0.23,0,0.03,0.41,78,18,4.5,1136,Sledgehammer Games,M,6.82,5.8,7.84
WWE All Stars,PS3,2011,Fighting,THQ,0.16,0.18,0,0.07,0.41,75,51,6.4,36,THQ,T,7.51,7.78,7.25
BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.21,0.07,0.09,0.04,0.41,87,29,8,65,Arc System Works,T,8.33,8.32,8.34
Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.18,0.17,0,0.06,0.41,54,48,5.7,1183,"Gearbox Software, 3D Realms",M,6.22,6.75,5.69
Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04,0.4,74,51,8.1,50,Bandai Namco Games,E,8.01,8.61,7.42
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72,59,6.8,315,Bandai Namco Games,T,8.06,8.7,7.41
Life is Strange,PS4,2016,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,85,23,8.6,672,DONTNOD Entertainment,M,8.58,9.48,7.69
Asura's Wrath,PS3,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.4,71,39,7.4,169,CyberConnect2,T,7.51,7.81,7.21
FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0,0.03,0.4,87,6,4.6,441,EA Canada,E,7.43,6.54,8.32
FIFA Soccer 13,PC,2012,Action,Electronic Arts,0.02,0.31,0,0.07,0.4,86,7,6.6,286,Electronic Arts,E,7.75,7.23,8.27
Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0,0.05,0.4,77,46,7.9,1238,2K Czech,M,8.48,9.29,7.68
Sega Superstars Tennis,PS3,2008,Sports,Sega,0.13,0.2,0,0.07,0.4,67,31,7.4,7,Sumo Digital,E10+,7.2,7.43,6.97
LEGO The Lord of the Rings,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.2,0.16,0,0.03,0.39,61,4,7.6,10,TT Games,E10+,7.59,8.76,6.43
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,65,26,7.3,47,From Software,T,6.87,7.08,6.66
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.06,0.39,94,55,8.8,3559,BioWare,M,9.24,9.22,9.26
Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,70,53,7.3,146,"Monolith Soft, Banpresto",T,7.77,8.64,6.89
Madden NFL Football,3DS,2011,Sports,Electronic Arts,0.36,0.01,0,0.03,0.39,49,18,5.3,16,EA Tiburon,E,6.99,8.78,5.2
Transformers: Fall of Cybertron,PS3,2012,Action,Activision,0.19,0.14,0,0.06,0.39,77,32,8.2,87,High Moon Studios,T,8.24,8.88,7.6
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44,18,5.3,9,Ubisoft,E10+,6.16,7.79,4.53
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0,0.07,0.39,72,49,8,68,SuperMassive Games,M,7.91,8.75,7.07
Skylanders SWAP Force,PS4,2013,Platform,Activision,0.2,0.12,0,0.06,0.39,79,7,5.2,45,Vicarious Visions,E10+,8.21,9.18,7.24
Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0,0.06,0.39,82,37,8.1,89,Monolith Productions,M,7.83,7.62,8.03
Just Dance 2015,PS4,2014,Misc,Ubisoft,0.19,0.13,0,0.07,0.39,72,8,5.8,32,Ubisoft,E10+,8.04,8.8,7.28
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.13,0.03,0.05,0.39,71,52,6.3,86,Obsidian Entertainment,T,7.13,7.14,7.12
Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.03,0.38,78,35,7.6,49,Raven Software,T,7.6,7.72,7.49
NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0,0,0.03,0.38,77,13,7.9,28,EA Sports,E,7.64,7.69,7.6
Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.17,0,0.07,0.38,65,38,7.4,32,Creative Assembly,M,6.96,7.24,6.68
Rock Band 4,PS4,2015,Misc,Harmonix Music Systems,0.26,0.05,0,0.07,0.38,78,51,6.3,87,Harmonix Music Systems,T,8.02,8.32,7.73
Battlefield 1,PC,2016,Shooter,Electronic Arts,0.11,0.24,0,0.03,0.38,88,54,7.6,1137,EA DICE,M,7.58,6.64,8.51
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,78,46,7.8,167,Kojima Productions,M,8.7,9.69,7.71
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.11,0.21,0,0.06,0.38,84,59,7.6,511,Eidos Montreal,M,8.32,8.43,8.21
Saints Row: The Third,PC,2011,Action,THQ,0.16,0.16,0,0.06,0.38,84,22,8.1,1263,Volition Inc.,M,8.72,9.44,8
Virtua Tennis 2009,PS3,2009,Sports,Sega,0.09,0.22,0,0.06,0.38,70,34,6.3,21,Sumo Digital,E,6.97,6.96,6.98
Age of Empires III,PC,2005,Strategy,Microsoft Game Studios,0,0.33,0,0.05,0.38,81,52,7.7,519,Ensemble Studios,T,8.4,8.84,7.97
Pro Evolution Soccer 2011 3D,3DS,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,73,43,6.7,18,Konami,E,7.35,7.58,7.11
Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.14,0,0.06,0.38,77,6,7.1,25,Ubisoft,E10+,8.22,8.88,7.57
NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.03,0.37,80,20,7.4,8,Visual Concepts,E,7.89,7.94,7.85
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.05,0.37,86,14,6.7,556,Criterion Games,E10+,8.07,8.06,8.07
EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.14,0.01,0.06,0.37,77,47,6.9,38,EA Tiburon,T,8.01,8.47,7.55
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,74,28,3.8,26,EA Tiburon,E,7.99,8.38,7.6
Skate,PS3,2007,Sports,Electronic Arts,0.29,0.04,0,0.03,0.37,85,31,8.2,57,EA Black Box,T,7.96,7.96,7.97
Rage,PC,2011,Shooter,Bethesda Softworks,0.14,0.18,0,0.06,0.37,79,32,5.2,1618,id Software,M,7.64,7.34,7.94
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83,52,8.2,66,Indies Zero,T,8.55,8.8,8.31
Rocket League,PS4,2016,Sports,505 Games,0.03,0.28,0,0.05,0.37,85,50,8.7,1290,Psyonix,E,8.84,9.35,8.32
DiRT Rally,PS4,2016,Racing,Codemasters,0.04,0.27,0,0.05,0.37,85,46,8.1,196,Codemasters,E,8.5,8.42,8.58
Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.36,69,18,5.8,338,Black Box,T,6.73,6.73,6.74
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.03,0.36,81,78,5.5,1027,Firaxis Games,E10+,6.84,5.68,8.01
Left 4 Dead 2,PC,2009,Shooter,Valve Software,0,0.32,0,0.04,0.36,89,55,8.5,2530,Valve Software,M,9.14,9.68,8.6
Bionic Commando,PS3,2009,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71,48,7.4,62,GRIN,M,7.42,7.55,7.29
Just Dance 2016,PS4,2015,Misc,Ubisoft,0.17,0.13,0,0.06,0.36,73,10,6.8,20,Ubisoft,E10+,8.04,8.89,7.2
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69,28,7.5,52,Sandlot,M,7.94,8.96,6.93
Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0,0.05,0.35,59,50,6,36,Airtight Games,T,6.33,6.59,6.08
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision,0.2,0.11,0,0.05,0.35,73,34,7.2,9,Beenox,T,7.4,7.59,7.21
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48,43,3.8,212,Deep Silver Dambuster Studios,M,6.5,7.57,5.44
Football Manager 2016,PC,2015,Simulation,Sega,0,0.33,0,0.02,0.35,81,34,6.9,97,Sega,E,6.96,5.64,8.28
Defiance,PS3,2013,Shooter,Trion Worlds,0.19,0.1,0,0.06,0.35,59,21,6.9,145,Trion Worlds,M,7.55,8.63,6.46
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,69,50,4.7,578,EA DICE,T,7.84,8.46,7.21
Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,0.23,0.07,0,0.04,0.35,60,30,6.4,14,"Z-Axis, Ltd.",T,7,6.94,7.05
Mini Ninjas,PS3,2009,Action,Eidos Interactive,0.14,0.15,0,0.06,0.34,73,37,8.7,62,Io Interactive,E10+,7.88,8.52,7.25
Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.04,0.34,80,82,2.1,6157,Relic,M,7.91,7.81,8.02
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34,77,49,7.9,78,Ubisoft,T,7.73,7.81,7.65
NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0,0.03,0.33,88,25,7.7,41,EA Canada,E10+,8.37,8.39,8.35
World of Final Fantasy,PS4,2016,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77,74,8.3,222,Square Enix,E10+,8.28,8.76,7.79
NHL 17,PS4,2016,Sports,Electronic Arts,0.19,0.08,0,0.06,0.33,78,26,5.8,67,"EA Canada, EA Vancouver",E10+,7.98,8.16,7.8
NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.31,0,0,0.03,0.33,75,17,7.8,6,EA Canada,E,7.54,7.74,7.33
Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52,15,6,82,City Interactive,M,6.81,8.16,5.46
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61,32,6.6,32,Arc System Works,T,7.39,8.68,6.1
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,0.14,0.15,0,0.04,0.33,55,30,5.4,599,Danger Close,M,6.43,7.03,5.83
Binary Domain,PS3,2012,Action,Sega,0.09,0.07,0.14,0.03,0.33,72,33,8.2,179,Sega,M,8.16,8.69,7.63
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0,0.32,86,30,8.5,1660,CD Projekt Red Studio,M,8.47,8.78,8.17
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.16,0.04,0.1,0.02,0.32,80,32,8.5,71,Sega,E10+,8.52,9.45,7.58
Dead Space 2,PC,2011,Shooter,Electronic Arts,0.13,0.15,0,0.04,0.32,87,28,8.3,974,Visceral Games,M,8.78,9.25,8.3
Remember Me,PS3,2013,Action,Capcom,0.1,0.17,0,0.06,0.32,72,37,7.4,424,DONTNOD Entertainment,M,7.93,8.55,7.3
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72,31,7.1,35,Capcom Vancouver,M,8.02,9.06,6.99
Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0,0.28,0,0.05,0.32,91,29,8.7,1736,Rocksteady Studios,T,9,9.38,8.63
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67,36,6.3,18,Codemasters,M,7.33,7.61,7.05
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75,55,8.2,145,"Game Republic, JapanStudio",T,7.57,7.65,7.49
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59,60,6.9,310,Airtight Games,M,7.15,8.15,6.16
The Darkness II,PS3,2012,Shooter,Take-Two Interactive,0.14,0.13,0,0.05,0.32,79,28,7.6,127,Digital Extremes,M,8.02,8.16,7.88
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0,0.05,0.32,75,39,5.4,555,Lionhead Studios,M,7.13,6.7,7.56
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0,0.24,0,0.07,0.32,50,12,5.6,7,HB Studios Multimedia,E,6.64,7.38,5.9
F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0.19,0,0.06,0.32,61,27,5.6,34,Codemasters,E,7.63,8.29,6.96
Overlord II,PS3,2009,Action,Codemasters,0.11,0.15,0,0.06,0.32,72,42,7.6,24,Triumph Studios,T,7.52,7.71,7.33
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0,0,0.02,0.31,77,30,7.5,17,SCEA San Diego Studios,E,7.84,7.92,7.76
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0,0.02,0.31,74,17,7.5,1170,Iron Galaxy Studios,T,7.77,8.44,7.11
