Name,Platform,Year,Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Alfa Romeo Racing Italiano,PS2,2005,16062,0.01,0.01,0.0,0.0,0.01
Alia's Carnival! Sacrament,PSV,2015,14435,0.0,0.0,0.03,0.0,0.03
Alias,PS2,2004,10246,0.05,0.04,0.0,0.01,0.11
Alias,XB,2004,13106,0.04,0.01,0.0,0.0,0.05
Alice in Wonderland,DS,2010,3984,0.27,0.18,0.0,0.05,0.5
Alice in Wonderland,Wii,2010,3800,0.27,0.21,0.0,0.05,0.53
Alice: Madness Returns,PC,2011,9789,0.0,0.1,0.0,0.02,0.12
Alice: Madness Returns,PS3,2011,3352,0.22,0.25,0.04,0.09,0.6000000000000001
Alice: Madness Returns,X360,2011,3956,0.27,0.15,0.04,0.04,0.5
Alien,2600,1981,2598,0.74,0.04,0.0,0.01,0.79
Alien Breed Trilogy,X360,2011,14812,0.0,0.02,0.0,0.0,0.03
Alien Hominid,GC,2004,10913,0.07,0.02,0.0,0.0,0.09
Alien Hominid,PS2,2004,10629,0.05,0.04,0.0,0.01,0.1
Alien Monster Bowling League,Wii,2009,10905,0.09,0.0,0.0,0.01,0.09
Alien Resurrection,PS,2000,8478,0.09,0.06,0.0,0.01,0.16
Alien Syndrome,PSP,2007,11597,0.07,0.0,0.0,0.01,0.08
Alien Syndrome,Wii,2007,12363,0.06,0.0,0.0,0.0,0.06
Alien Trilogy,PS,1996,4150,0.24,0.16,0.04,0.03,0.47000000000000003
Alien's Return,2600,1982,5383,0.32,0.02,0.0,0.0,0.34
Alien: Isolation,PC,2014,8962,0.0,0.13,0.0,0.01,0.15
Alien: Isolation,PS3,2014,5089,0.12,0.19,0.0,0.07,0.37
Alien: Isolation,PS4,2014,1814,0.34,0.56,0.04,0.19,1.13
Alien: Isolation,X360,2014,5829,0.15,0.13,0.0,0.03,0.30000000000000004
Alien: Isolation,XOne,2014,3997,0.22,0.24,0.0,0.04,0.5
Alienators: Evolution Continues,GBA,2001,14107,0.03,0.01,0.0,0.0,0.03
Aliens in the Attic,DS,2009,12965,0.05,0.0,0.0,0.0,0.05
Aliens in the Attic,Wii,2009,11637,0.07,0.0,0.0,0.01,0.08
Aliens versus Predator: Extinction,PS2,2003,7820,0.09,0.07,0.0,0.02,0.19
Aliens versus Predator: Extinction,XB,2003,11338,0.06,0.02,0.0,0.0,0.08
Aliens vs Predator,PC,2010,7763,0.0,0.17,0.0,0.02,0.19
Aliens vs Predator,PS3,2010,1970,0.41000000000000003,0.47000000000000003,0.0,0.18,1.05
Aliens vs Predator,X360,2010,1941,0.55,0.4,0.0,0.11,1.06
Aliens vs Predator: Requiem,PSP,2007,7203,0.03,0.12,0.0,0.07,0.22
Aliens: Colonial Marines,PC,2013,8116,0.1,0.06,0.0,0.02,0.18
Aliens: Colonial Marines,PS3,2013,3141,0.2,0.31,0.0,0.13,0.64
Aliens: Colonial Marines,X360,2013,2574,0.36,0.37,0.0,0.07,0.8
Aliens: Infestation,DS,2011,8131,0.1,0.06,0.0,0.02,0.18
All Grown Up! Express Yourself,GBA,2004,8164,0.13,0.05,0.0,0.0,0.18
All Japan Pro Wrestling featuring Virtua,SAT,1997,8811,0.0,0.0,0.15,0.0,0.15
All Kamen Rider: Rider Generation,DS,2011,9722,0.0,0.0,0.12,0.0,0.12
All Kamen Rider: Rider Generation 2,DS,2012,10591,0.0,0.0,0.1,0.0,0.1
All Kamen Rider: Rider Generation 2,PSP,2012,12636,0.0,0.0,0.06,0.0,0.06
All Points Bulletin,PC,2010,13833,0.0,0.03,0.0,0.01,0.04
All Star Cheer Squad,DS,2008,6106,0.26,0.0,0.0,0.02,0.28
All Star Cheer Squad,Wii,2008,2580,0.43,0.29,0.0,0.08,0.8
All Star Cheer Squad 2,Wii,2009,9427,0.12,0.0,0.0,0.01,0.13
All Star Karate,Wii,2010,7120,0.14,0.07,0.0,0.02,0.23
All Star Pro-Wrestling,PS2,2000,7570,0.0,0.0,0.2,0.0,0.2
All Star Tennis 99,N64,1999,13114,0.04,0.01,0.0,0.0,0.05
All-Pro Football 2K8,PS3,2007,8740,0.14,0.0,0.0,0.01,0.15
All-Pro Football 2K8,X360,2007,6445,0.24,0.0,0.0,0.02,0.26
All-Star Baseball 2000,N64,1999,4932,0.36,0.03,0.0,0.0,0.39
All-Star Baseball 2001,N64,2000,7007,0.22,0.01,0.0,0.0,0.23
All-Star Baseball 2002,GC,2001,7249,0.17,0.04,0.0,0.01,0.22
All-Star Baseball 2002,PS2,2001,3585,0.27,0.21,0.0,0.07,0.56
All-Star Baseball 2003,GBA,2002,8890,0.11,0.04,0.0,0.0,0.15
All-Star Baseball 2003,GC,2002,8868,0.12,0.03,0.0,0.0,0.15
All-Star Baseball 2003,PS2,2002,2685,0.38,0.29,0.0,0.1,0.77
All-Star Baseball 2003,XB,2002,6593,0.19,0.06,0.0,0.01,0.26
All-Star Baseball 2004,GBA,2003,11906,0.05,0.02,0.0,0.0,0.07
All-Star Baseball 2004,GC,2003,11654,0.06,0.02,0.0,0.0,0.08
All-Star Baseball 2004,PS2,2003,4595,0.21,0.16,0.0,0.05,0.42
All-Star Baseball 2004,XB,2003,9564,0.1,0.03,0.0,0.0,0.13
All-Star Baseball 99,N64,1998,4116,0.44,0.04,0.0,0.0,0.48
Alleyway,GB,1989,882,0.96,0.38,0.55,0.05,1.94
Allied General,PS,1996,7829,0.11,0.07,0.0,0.01,0.19
Alone in the Dark,PC,2008,16396,0.0,0.01,0.0,0.0,0.01
Alone in the Dark,PS2,2008,12419,0.03,0.02,0.0,0.01,0.06
Alone in the Dark,Wii,2008,8041,0.09,0.08,0.0,0.02,0.18
Alone in the Dark,X360,2008,4060,0.14,0.30000000000000004,0.0,0.05,0.49
Alone in the Dark: Inferno,PS3,2008,9264,0.09,0.03,0.0,0.02,0.14
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,5733,0.17,0.12,0.0,0.02,0.31
Alpha Protocol,PC,2010,14053,0.0,0.03,0.0,0.01,0.04
Alpha Protocol,PS3,2010,4495,0.19,0.18,0.0,0.07,0.43
Alpha Protocol,X360,2010,4877,0.23,0.13,0.0,0.04,0.4
Alpha and Omega,DS,2010,12029,0.06,0.0,0.0,0.0,0.07
Alter Echo,PS2,2003,9529,0.06,0.05,0.0,0.02,0.13
Alter Echo,XB,2003,13187,0.04,0.01,0.0,0.0,0.05
Alter Ego,PC,1985,14338,0.0,0.03,0.0,0.01,0.03
Altered Beast: Guardian of the Realms,GBA,2002,10870,0.07,0.02,0.0,0.0,0.09
Alundra,PS,1997,7093,0.13,0.09,0.0,0.01,0.23
Alundra 2: A New Legend Begins,PS,1999,6388,0.15,0.1,0.0,0.02,0.27
Alvin and the Chipmunks,DS,2007,9251,0.12,0.0,0.0,0.01,0.14
Alvin and the Chipmunks,PS2,2007,11853,0.04,0.03,0.0,0.01,0.07
Alvin and the Chipmunks,Wii,2007,12493,0.05,0.0,0.0,0.0,0.06
Alvin and the Chipmunks: Chipwrecked,DS,2011,10181,0.07,0.03,0.0,0.01,0.11
Alvin and the Chipmunks: Chipwrecked,Wii,2011,10678,0.08,0.01,0.0,0.01,0.1
Alvin and the Chipmunks: Chipwrecked,X360,2011,10589,0.08,0.01,0.0,0.01,0.1
Alvin and the Chipmunks: The Squeakquel,DS,2009,5927,0.28,0.0,0.0,0.02,0.30000000000000004
Alvin and the Chipmunks: The Squeakquel,Wii,2009,10505,0.09,0.0,0.0,0.01,0.1
Amagami,PS2,2009,9448,0.0,0.0,0.13,0.0,0.13
Amagami,PSP,2011,8785,0.0,0.0,0.15,0.0,0.15
Amagami,PSV,2014,13626,0.0,0.0,0.04,0.0,0.04
Amagoushi no Yakata,PS2,2007,15715,0.0,0.0,0.02,0.0,0.02
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,15560,0.0,0.0,0.02,0.0,0.02
Amazing Adventures: The Forgotten Ruins,DS,2008,6887,0.13,0.08,0.0,0.02,0.24
Amazing Island,GC,2004,12814,0.04,0.01,0.0,0.0,0.06
America Oudan Ultra-Quiz,SAT,1995,14930,0.0,0.0,0.02,0.0,0.02
America's Army: Rise of a Soldier,XB,2005,6731,0.19,0.05,0.0,0.01,0.25
America's Army: True Soldiers,X360,2007,11278,0.08,0.0,0.0,0.01,0.08
America's Next Top Model,DS,2008,10520,0.1,0.0,0.0,0.01,0.1
America's Next Top Model,Wii,2010,11348,0.08,0.0,0.0,0.01,0.08
America's Test Kitchen: Let's Get Cooking,DS,2010,6379,0.25,0.0,0.0,0.02,0.27
American Bass Challenge,GBA,2001,13259,0.03,0.01,0.0,0.0,0.05
American Chopper,PS2,2004,4609,0.35000000000000003,0.01,0.0,0.06,0.42
American Chopper,XB,2004,8765,0.11,0.03,0.0,0.01,0.15
American Chopper 2: Full Throttle,GC,2005,13260,0.04,0.01,0.0,0.0,0.05
American Chopper 2: Full Throttle,PS2,2005,8134,0.09,0.07,0.0,0.02,0.18
American Chopper 2: Full Throttle,XB,2005,13278,0.04,0.01,0.0,0.0,0.05
American Girl: Julie Finds a Way,DS,2007,10156,0.1,0.0,0.0,0.01,0.11
American Girl: Kit Mystery Challenge!,DS,2008,4262,0.42,0.0,0.0,0.03,0.46
American Idol,GBA,2003,7297,0.15,0.06,0.0,0.0,0.22
American Idol,PS2,2003,3685,0.27,0.21,0.0,0.07,0.55
Amnesia,PSP,2011,13641,0.0,0.0,0.04,0.0,0.04
Amnesia Crowd,PSP,2013,13277,0.0,0.0,0.05,0.0,0.05
Amnesia Later,PSP,2012,13378,0.0,0.0,0.05,0.0,0.05
Amnesia Later,PSV,2014,16473,0.0,0.0,0.01,0.0,0.01
Amped 2,XB,2003,6647,0.2,0.04,0.0,0.01,0.25
Amped 3,X360,2005,8623,0.13,0.02,0.0,0.01,0.16
Amped: Freestyle Snowboarding,XB,2001,2517,0.6900000000000001,0.11,0.0,0.02,0.8200000000000001
Amplitude,PS2,2003,8040,0.09,0.07,0.0,0.02,0.18
An American Tail: Fievel's Gold Rush,GBA,2002,14203,0.02,0.01,0.0,0.0,0.03
Anarchy Reigns,PS3,2012,7484,0.1,0.03,0.06,0.02,0.21
Anarchy Reigns,X360,2012,8454,0.11,0.02,0.02,0.01,0.17
And1 Streetball,PS2,2006,6434,0.13,0.1,0.0,0.03,0.27
And1 Streetball,XB,2006,11778,0.06,0.02,0.0,0.0,0.07
Andretti Racing,PS,1996,2663,0.43,0.29,0.0,0.05,0.77
Angel Blade: Neo Tokyo Guardians,PS,1997,7426,0.12,0.08,0.0,0.01,0.21
Angelique Duet,PS,1998,13499,0.0,0.0,0.04,0.0,0.04
Angelique Retour,PSV,2015,15452,0.0,0.0,0.02,0.0,0.02
Angelique Trois,PS2,2000,12769,0.0,0.0,0.06,0.0,0.06
Angelique: Maren no Rokukishi,PSP,2011,14897,0.0,0.0,0.03,0.0,0.03
Angler's Club: Ultimate Bass Fishing 3D,3DS,2011,14231,0.0,0.03,0.0,0.0,0.03
Angry Birds,PC,2011,6919,0.0,0.18,0.0,0.05,0.24
Angry Birds Star Wars,3DS,2013,5418,0.15,0.15,0.0,0.03,0.34
Angry Birds Star Wars,PS3,2013,5541,0.1,0.17,0.0,0.06,0.33
Angry Birds Star Wars,PS4,2013,7593,0.1,0.08,0.0,0.03,0.2
Angry Birds Star Wars,PSV,2013,9726,0.05,0.04,0.0,0.03,0.12
Angry Birds Star Wars,Wii,2013,5303,0.21,0.1,0.0,0.03,0.35000000000000003
Angry Birds Star Wars,WiiU,2013,10328,0.06,0.04,0.0,0.01,0.11
Angry Birds Star Wars,X360,2013,6017,0.16,0.11,0.0,0.03,0.29
Angry Birds Star Wars,XOne,2013,8673,0.11,0.04,0.0,0.01,0.16
Angry Birds Trilogy,3DS,2012,3208,0.38,0.2,0.0,0.05,0.63
Angry Birds Trilogy,PS3,2012,8546,0.12,0.02,0.0,0.02,0.16
Angry Birds Trilogy,X360,2012,6437,0.18,0.06,0.0,0.02,0.27
Angry Birds: Rio,PC,2011,10838,0.0,0.07,0.0,0.02,0.09
AniMates!,DS,2007,14820,0.02,0.0,0.0,0.0,0.03
Anima - Gate of Memories,PS4,2016,15397,0.0,0.02,0.0,0.0,0.02
Animal Crossing,GC,2001,436,1.92,0.16,0.99,0.09,3.15
Animal Crossing: Amiibo Festival,WiiU,2015,4659,0.19,0.11,0.09,0.03,0.42
Animal Crossing: City Folk,Wii,2008,227,1.87,1.12,1.32,0.37,4.68
Animal Crossing: Happy Home Designer,3DS,2015,477,0.47000000000000003,1.0,1.3900000000000001,0.12,2.98
Animal Crossing: New Leaf,3DS,2012,74,2.01,2.32,4.36,0.41000000000000003,9.09
Animal Crossing: Wild World,DS,2005,42,2.55,3.52,5.33,0.88,12.27
Animal Genius,DS,2007,9825,0.11,0.0,0.0,0.01,0.12
Animal Kingdom: Wildlife Expedition,Wii,2009,11686,0.07,0.0,0.0,0.01,0.08
Animal Paradise,DS,2007,6658,0.09,0.14,0.0,0.02,0.25
Animal Planet: Emergency Vets,DS,2009,11276,0.08,0.0,0.0,0.01,0.08
Animal Planet: Vet Collection,DS,2010,12910,0.05,0.0,0.0,0.0,0.05
Animal Planet: Vet Life,DS,2009,10275,0.1,0.0,0.0,0.01,0.11
Animal Planet: Vet Life,Wii,2009,10729,0.09,0.0,0.0,0.01,0.1
Animaniacs Ten Pin Alley,PS,1998,3095,0.36,0.25,0.0,0.04,0.66
Animaniacs: The Great Edgar Hunt,GC,2005,14686,0.02,0.01,0.0,0.0,0.03
Animorphs: Shattered Reality,PS,2000,12701,0.03,0.02,0.0,0.0,0.06
Anno 1701: Dawn of Discovery,DS,2007,9119,0.07,0.06,0.0,0.02,0.14
Anno 2070,PC,2011,1322,0.0,1.13,0.0,0.32,1.45
Anno 2205,PC,2015,6745,0.02,0.22,0.0,0.01,0.25
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,14955,0.0,0.0,0.02,0.0,0.02
Another Code R: A Journey into Lost Memories,Wii,2009,12314,0.0,0.03,0.03,0.0,0.06
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,12618,0.0,0.0,0.06,0.0,0.06
Ant Nation,DS,2009,11997,0.06,0.01,0.0,0.01,0.07
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,15676,0.0,0.0,0.02,0.0,0.02
Antz Extreme Racing,PS2,2002,13768,0.02,0.02,0.0,0.01,0.04
Antz Extreme Racing,XB,2002,15897,0.01,0.0,0.0,0.0,0.02
Anubis II,Wii,2007,12011,0.06,0.0,0.0,0.0,0.07
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,13924,0.0,0.0,0.04,0.0,0.04
Ao no Kanata no Four Rhythm,PSV,2016,14643,0.0,0.0,0.03,0.0,0.03
Aoishiro,PS2,2008,15486,0.0,0.0,0.02,0.0,0.02
Apache: Air Assault,PC,2010,14125,0.0,0.03,0.0,0.01,0.03
Apache: Air Assault,PS3,2010,7304,0.11,0.07,0.0,0.03,0.22
Apache: Air Assault,X360,2010,8447,0.12,0.04,0.0,0.01,0.17
Apassionata: Die Galanacht der Pferde,DS,2009,13087,0.0,0.04,0.0,0.01,0.05
Ape Escape,PS,1999,1131,0.71,0.48,0.32,0.11,1.63
Ape Escape,PS3,2010,13439,0.0,0.03,0.0,0.01,0.05
Ape Escape 2,PS2,2002,3215,0.12,0.09,0.38,0.03,0.63
Ape Escape 3,PS2,2005,9507,0.06,0.05,0.0,0.02,0.13
Ape Escape Academy,PSP,2004,5463,0.13,0.15,0.0,0.05,0.33
Ape Escape Academy (jp sales),PSP,2004,9234,0.0,0.0,0.13,0.0,0.14
Ape Escape: On the Loose,PSP,2005,2928,0.52,0.01,0.12,0.05,0.7000000000000001
Ape Escape: Pumped & Primed,PS2,2004,11596,0.04,0.03,0.0,0.01,0.08
Apex,XB,2003,9299,0.1,0.03,0.0,0.0,0.14
Apocalypse,PS,1998,4355,0.25,0.17,0.0,0.03,0.45
Apollo Justice: Ace Attorney,DS,2007,1965,0.32,0.06,0.64,0.04,1.06
Aqua Aqua,PS2,2000,10347,0.05,0.04,0.0,0.01,0.11
Aqua Panic!,DS,2009,15607,0.01,0.01,0.0,0.0,0.02
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,11916,0.03,0.03,0.0,0.01,0.07
Aquaman: Battle for Atlantis,GC,2003,16252,0.01,0.0,0.0,0.0,0.01
Aquanaut's Holiday,PS,1995,15317,0.01,0.01,0.0,0.0,0.02
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,13942,0.0,0.0,0.04,0.0,0.04
Aquapazza: Aquaplus Dream Match,PS3,2012,10635,0.05,0.0,0.05,0.01,0.1
Aquarium by DS,DS,2008,12693,0.05,0.0,0.0,0.0,0.06
Ar Nosurge: Ode to an Unborn Star,PS3,2014,8475,0.05,0.04,0.06,0.02,0.16
Ar Nosurge: Ode to an Unborn Star,PSV,2014,13954,0.0,0.0,0.04,0.0,0.04
Ar tonelico 2: Melody of Metafalica,PS2,2007,8031,0.04,0.03,0.11,0.01,0.18
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,6935,0.08,0.01,0.13,0.01,0.24
Ar tonelico: Melody of Elemia,PS2,2006,10786,0.0,0.0,0.1,0.0,0.1
Arabians Lost: The Engagement on Desert,PS2,2007,15587,0.0,0.0,0.02,0.0,0.02
Arabians Lost: The Engagement on Desert,PSP,2012,16372,0.0,0.0,0.01,0.0,0.01
Arc Rise Fantasia,Wii,2009,7754,0.13,0.0,0.06,0.01,0.19
Arc the Lad,PS,1995,1842,0.0,0.0,1.1,0.01,1.11
Arc the Lad II,PS,1996,1974,0.0,0.0,0.92,0.13,1.05
Arc the Lad III,PS,1999,4616,0.0,0.0,0.39,0.03,0.42
Arc the Lad: End of Darkness,PS2,2004,12344,0.03,0.02,0.0,0.01,0.06
Arc the Lad: Twilight of the Spirits,PS2,2003,5237,0.18,0.14,0.0,0.05,0.36
Arcade Hits: Frisky Tom,PS,2002,6152,0.16,0.11,0.0,0.02,0.28
Arcade Party Pak,PS,1999,10317,0.06,0.04,0.0,0.01,0.11
Arcade Shooting Gallery,Wii,2008,7739,0.18,0.0,0.0,0.01,0.19
Arcade Zone,Wii,2009,8676,0.14,0.0,0.0,0.01,0.16
Arcana Famiglia 2,PSP,2013,15864,0.0,0.0,0.02,0.0,0.02
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,13403,0.0,0.0,0.05,0.0,0.05
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,15400,0.0,0.0,0.02,0.0,0.02
Arcana Heart,PS2,2007,8689,0.06,0.05,0.04,0.02,0.16
Arcana Heart 3,PS3,2011,7545,0.04,0.05,0.1,0.02,0.2
Arcana Heart 3,PSV,2014,12609,0.03,0.0,0.02,0.01,0.06
Arcana Heart 3,X360,2011,12906,0.0,0.03,0.02,0.0,0.05
Arcania: Gothic 4,PC,2010,7923,0.09,0.08,0.0,0.02,0.19
Arcania: Gothic 4,PS4,2015,12950,0.04,0.0,0.0,0.01,0.05
Arcania: Gothic 4,X360,2010,10711,0.03,0.04,0.01,0.01,0.1
Archer Maclean Presents: Pool Paradise,GC,2004,14801,0.02,0.01,0.0,0.0,0.03
Archer Maclean Presents: Pool Paradise,PS2,2004,12620,0.03,0.02,0.0,0.01,0.06
Archer Maclean's 3D Pool,GBA,2003,11865,0.05,0.02,0.0,0.0,0.07
Archer Maclean's Mercury,PSP,2005,3609,0.17,0.24,0.0,0.14,0.56
Arctic Tale,DS,2007,9116,0.13,0.0,0.0,0.01,0.14
Arctic Tale,Wii,2007,13373,0.04,0.0,0.0,0.0,0.05
Arctic Thunder,PS2,2001,5257,0.17,0.14,0.0,0.05,0.36
Arctic Thunder,XB,2001,9968,0.09,0.02,0.0,0.0,0.12
Are You Alice?,PSP,2011,15027,0.0,0.0,0.02,0.0,0.02
Are You Smarter Than A 5th Grader?,DS,2007,3807,0.48,0.0,0.0,0.04,0.53
Are You Smarter Than a 5th Grader? Back to School,DS,2010,11027,0.08,0.0,0.0,0.01,0.09
Are You Smarter Than a 5th Grader? Back to School,Wii,2010,7319,0.2,0.0,0.0,0.02,0.21
Are You Smarter than a 5th Grader? Game Time,DS,2009,6886,0.22,0.0,0.0,0.02,0.24
Are You Smarter than a 5th Grader? Game Time,Wii,2009,6404,0.25,0.0,0.0,0.02,0.27
Are You Smarter than a 5th Grader? Game Time,X360,2009,9712,0.12,0.0,0.0,0.01,0.12
Are You Smarter than a 5th Grader? Make the Grade,DS,2008,4914,0.36,0.0,0.0,0.03,0.39
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,3684,0.51,0.0,0.0,0.04,0.55
Area 51,PS,1996,2834,0.4,0.27,0.0,0.05,0.72
Area 51,PS2,2005,4341,0.22,0.17,0.0,0.06,0.45
Area 51,XB,2005,6011,0.22,0.06,0.0,0.01,0.29
Arena Football,PS2,2006,3567,0.28,0.22,0.0,0.07,0.56
Arena Football,XB,2006,8950,0.11,0.03,0.0,0.01,0.15
Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,15331,0.0,0.0,0.02,0.0,0.02
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,15045,0.0,0.0,0.02,0.0,0.02
Arkanoid DS,DS,2007,12430,0.06,0.0,0.0,0.0,0.06
ArmA II,PC,2009,9048,0.0,0.12,0.0,0.03,0.14
ArmA III,PC,2013,9891,0.0,0.1,0.0,0.02,0.12
Armed and Dangerous,XB,2003,9651,0.09,0.03,0.0,0.0,0.13
Armor Ambush,2600,1981,8461,0.15,0.01,0.0,0.0,0.17
Armored Core,PS,1997,4736,0.13,0.09,0.16,0.03,0.41000000000000003
Armored Core 2,PS2,2000,2615,0.28,0.22,0.23,0.07,0.79
Armored Core 2: Another Age,PS2,2001,4749,0.11,0.08,0.19,0.03,0.41000000000000003
Armored Core 3,PS2,2002,3025,0.22,0.17,0.23,0.06,0.67
Armored Core 3 Portable,PSP,2009,11536,0.0,0.0,0.08,0.0,0.08
Armored Core 4,PS3,2006,7687,0.09,0.0,0.09,0.01,0.2
Armored Core 4,X360,2007,6734,0.19,0.01,0.03,0.02,0.25
Armored Core SL: Silent Line Portable,PSP,2009,14474,0.0,0.0,0.03,0.0,0.03
Armored Core V,PS3,2012,4864,0.09,0.04,0.24,0.02,0.4
Armored Core V,X360,2012,7307,0.13,0.03,0.04,0.01,0.22
Armored Core: For Answer,PS3,2008,7835,0.06,0.02,0.1,0.01,0.19
Armored Core: For Answer,X360,2008,8899,0.06,0.01,0.07,0.01,0.15
Armored Core: Formula Front Extreme Battle,PSP,2004,13043,0.05,0.0,0.0,0.0,0.05
Armored Core: Last Raven,PS2,2005,8162,0.05,0.04,0.08,0.01,0.18
Armored Core: Last Raven Portable,PSP,2010,14541,0.0,0.0,0.03,0.0,0.03
Armored Core: Master of Arena,PS,1999,6583,0.07,0.05,0.13,0.02,0.26
Armored Core: Nexus,PS2,2004,6529,0.06,0.05,0.14,0.02,0.26
Armored Core: Nine Breaker,PS2,2004,12196,0.03,0.03,0.0,0.01,0.07
Armored Core: Project Phantasma,PS,1997,6256,0.06,0.04,0.15,0.02,0.28
Armored Core: Silent Line,PS2,2003,5744,0.07,0.06,0.16,0.02,0.31
Armored Core: Verdict Day,PS3,2013,9974,0.0,0.0,0.12,0.0,0.12
Armorines: Project S.W.A.R.M.,N64,1999,6527,0.21,0.05,0.0,0.0,0.26
Armorines: Project S.W.A.R.M.,PS,2000,11330,0.05,0.03,0.0,0.01,0.08
Army Corps of Hell,PSV,2011,10456,0.05,0.04,0.0,0.02,0.1
Army Men 3D,PS,1999,1546,1.1,0.14,0.0,0.04,1.28
Army Men World War: Final Front,PS,2001,4460,0.24,0.17,0.0,0.03,0.44
"Army Men World War: Land, Sea, Air",PS,2000,5836,0.17,0.12,0.0,0.02,0.30000000000000004
Army Men World War: Team Assault,PS,2001,10651,0.06,0.04,0.0,0.01,0.1
Army Men: Air Attack,PS,1999,2432,0.47000000000000003,0.32,0.0,0.06,0.85
Army Men: Air Attack 2,PS,2000,5901,0.17,0.11,0.0,0.02,0.30000000000000004
Army Men: Air Combat,N64,2000,6874,0.19,0.05,0.0,0.0,0.24
Army Men: Air Combat - The Elite Missions,GC,2003,16311,0.01,0.0,0.0,0.0,0.01
Army Men: Green Rogue,PS,2001,12191,0.04,0.02,0.0,0.0,0.07
Army Men: Green Rogue,PS2,2001,9399,0.06,0.05,0.0,0.02,0.13
Army Men: Major Malfunction,XB,2006,15777,0.01,0.0,0.0,0.0,0.02
Army Men: RTS,GC,2004,12112,0.05,0.01,0.0,0.0,0.07
Army Men: RTS,PS2,2002,10162,0.05,0.04,0.0,0.01,0.11
Army Men: Sarge's Heroes,N64,1999,2548,0.68,0.12,0.0,0.01,0.81
Army Men: Sarge's Heroes,PS,1999,3580,0.31,0.21,0.0,0.04,0.56
Army Men: Sarge's Heroes 2,N64,2000,4627,0.34,0.07,0.0,0.0,0.42
Army Men: Sarge's Heroes 2,PS,2000,6791,0.14,0.09,0.0,0.02,0.24
Army Men: Sarge's Heroes 2,PS2,2001,8214,0.09,0.07,0.0,0.02,0.17
Army Men: Sarge's War,GC,2004,8783,0.12,0.03,0.0,0.0,0.15
Army Men: Sarge's War,XB,2004,10035,0.09,0.02,0.0,0.0,0.11
Army Men: Soldiers of Misfortune,DS,2008,9997,0.11,0.0,0.0,0.01,0.12
Army Men: Soldiers of Misfortune,Wii,2008,9528,0.12,0.0,0.0,0.01,0.13
Army Rescue,Wii,2009,15500,0.02,0.0,0.0,0.0,0.02
Army of Two,PS3,2008,1722,0.74,0.26,0.02,0.15,1.17
Army of Two,X360,2008,1113,1.09,0.38,0.02,0.16,1.65
Army of Two: The 40th Day,PS3,2010,2439,0.44,0.27,0.01,0.12,0.85
Army of Two: The 40th Day,PSP,2010,5605,0.12,0.13,0.0,0.08,0.32
Army of Two: The 40th Day,X360,2010,2192,0.62,0.24,0.0,0.08,0.9500000000000001
Army of Two: The Devil's Cartel,PS3,2013,6174,0.11,0.11,0.01,0.05,0.28
Army of Two: The Devil's Cartel,X360,2013,6563,0.16,0.07,0.0,0.02,0.26
Around the World in 80 Days,DS,2010,8494,0.0,0.14,0.0,0.02,0.16
Around the World in 80 Days,GBA,2004,13194,0.03,0.01,0.0,0.0,0.05
Arslan: The Warriors of Legend,PS3,2015,13413,0.0,0.0,0.05,0.0,0.05
Arslan: The Warriors of Legend,PS4,2015,11299,0.02,0.01,0.04,0.01,0.08
Arslan: The Warriors of Legend,XOne,2016,15723,0.01,0.0,0.0,0.0,0.02
Art Academy,DS,2010,599,0.28,1.6800000000000002,0.33,0.28,2.5700000000000003
Art Academy: Home Studio,WiiU,2015,16459,0.0,0.0,0.01,0.0,0.01
Art Academy: Lessons for Everyone,3DS,2012,4249,0.2,0.03,0.21,0.02,0.46
Art of Fighting 3: The Path of the Warrior,NG,1996,13916,0.0,0.0,0.04,0.0,0.04
Art of Fighting Anthology,PS2,2006,13463,0.02,0.02,0.0,0.01,0.04
Arthur and the Invisibles,DS,2007,14292,0.03,0.0,0.0,0.0,0.03
Arthur! Ready to Race,PS,2000,13067,0.03,0.02,0.0,0.0,0.05
Arx Fatalis,XB,2003,13122,0.04,0.01,0.0,0.0,0.05
Ashes Cricket 2009,PS3,2009,8211,0.0,0.16,0.0,0.02,0.17
Ashes Cricket 2009,Wii,2009,6882,0.0,0.23,0.0,0.01,0.24
Ashes Cricket 2009,X360,2009,7551,0.0,0.19,0.0,0.01,0.2
Asphalt 3D,3DS,2011,4072,0.27,0.16,0.02,0.04,0.49
Asphalt: Injection,PSV,2011,6988,0.14,0.06,0.0,0.04,0.23
