,Name,Platform,Play Score,Game Score,Critic Score
2252,Crusaders Quest,Android,8.46,9.0,7.92
2253,Cut the Rope: Magic,Android,8.79,9.0,8.57
2254,LONEWOLF (17+),Android,8.7,9.0,8.4
2255,Legends of Runeterra,Android,8.64,9.0,8.28
2256,Angry Birds Star Wars II Free,Android,8.15,9.0,7.3
2257,Ski Safari 2,Android,8.47,9.0,7.93
2258,Traffic Racer,Android,8.17,9.0,7.33
2259,God of Light,Android,8.2,9.0,7.41
2260,Rayman Adventures,Android,8.28,9.0,7.57
2261,TRANSFORMERS: Forged to Fight,Android,8.29,9.0,7.58
2262,Alto's Adventure,Android,8.76,9.0,8.52
2263,ZENONIA 4,Android,8.26,9.0,7.52
2264,Only One,Android,8.39,9.0,7.77
2265,Cloud Raiders,Android,8.42,9.0,7.84
2266,Sky Force 2014,Android,8.16,9.0,7.32
2267,Angry Birds Dream Blast,Android,8.22,9.0,7.43
2268,Manuganu 2,Android,8.43,9.0,7.86
2269,MMX Hill Dash,Android,8.02,9.0,7.03
2270,Mars: Mars,Android,8.32,9.0,7.64
2271,The Wolf Among Us,Android,8.48,9.0,7.96
2272,Epic Skater,Android,8.49,9.0,7.99
2273,Evertale,Android,8.38,9.0,7.76
2274,Flick Kick Football Legends,Android,8.02,9.0,7.04
2275,ONE PIECE TREASURE CRUISE,Android,8.18,9.0,7.37
2276,Angry Birds Blast,Android,7.76,9.0,6.52
2277,DEAD TRIGGER 2 - Zombie Survival Shooter,Android,8.61,9.0,8.22
2278,Rival Stars Basketball,Android,8.29,9.0,7.58
2279,Blades of Brim,Android,8.63,9.0,8.26
2280,Alto's Odyssey,Android,8.6,9.0,8.21
2281,PAC-MAN 256 - Endless Arcade Maze,Android,8.59,9.0,8.18
2282,Train Station 2: Rail Tycoon & Strategy Simulator,Android,7.83,9.0,6.66
2283,Lemmings: The Official Game,Android,8.1,9.0,7.2
2284,Dark Sword,Android,7.89,9.0,6.77
2285,Farming Simulator 15,PS4,7.74,9.0,6.48
2286,Olympus Rising,Android,8.07,9.0,7.14
2287,Pet Rescue Puzzle Saga,Android,8.05,9.0,7.11
2288,DRAGON BALL Z DOKKAN BATTLE,Android,7.9,9.0,6.8
2289,Sniper Elite 4,Xbox One,8.36,9.0,7.71
2290,Squadron 1945,Android,8.3,9.0,7.61
2291,Dark Lands,Android,8.11,9.0,7.22
2292,Pokémon Café Mix,Android,8.17,9.0,7.34
2293,ANOTHER EDEN The Cat Beyond Time and Space,Android,8.56,9.0,8.12
2294,Knights of Pen & Paper 2,Android,8.16,9.0,7.33
2295,Tiny Tower Vegas,Android,8.37,9.0,7.74
2296,The Silent Age,Android,8.54,9.0,8.08
2297,Rival Gears Racing,Android,8.0,9.0,7.01
2298,Bejeweled Stars: Free Match 3,Android,8.28,9.0,7.56
2299,Burger Shop 2,Android,8.41,9.0,7.82
2300,Dots & Co: A Puzzle Adventure,Android,8.16,9.0,7.32
2301,Redungeon,Android,8.45,9.0,7.9
2302,BattleHand,Android,8.14,9.0,7.28
2303,The Unfinished Swan,PS Vita,8.33,9.0,7.66
2304,Lifeline,Android,8.56,9.0,8.12
2305,Heart's Medicine - Time to Heal,Android,8.43,9.0,7.86
2306,Godzilla Defense Force,Android,8.39,9.0,7.78
2307,Stickman Ghost 2: Galaxy Wars,Android,8.1,9.0,7.21
2308,Bushido Bear,Android,8.51,9.0,8.02
2309,Oz: Broken Kingdom,Android,8.23,9.0,7.46
2310,Silly Sausage in Meat Land,Android,8.57,9.0,8.14
2311,SEGA Heroes,Android,8.17,9.0,7.33
2312,Grimvalor,Android,8.67,9.0,8.34
2313,Magic Touch: Wizard for Hire,Android,8.51,9.0,8.02
2314,UniWar,Android,8.39,9.0,7.78
2315,Father and Son,Android,8.13,9.0,7.26
2316,Thimbleweed Park,PS4,8.34,9.0,7.69
2317,The Quest Keeper,Android,8.35,9.0,7.7
2318,Badland,Android,8.63,9.0,8.27
2319,Motorsport Manager Mobile 3,Android,8.65,9.0,8.3
2320,Disney Infinity 3.0 Edition,Xbox 360,8.28,9.0,7.56
2321,Galaxy Siege 2,Android,8.59,9.0,8.18
2322,Groove Planet,Android,8.23,9.0,7.46
2323,Star Realms,Android,8.41,9.0,7.82
2324,Rayman Legends,PS3,8.9,9.0,8.8
2325,MUJO,Android,8.39,9.0,7.78
2326,Wrassling,Android,8.5,9.0,8.0
2327,Reckless Racing 3,Android,8.66,9.0,8.32
2328,Travis Strikes Again: No More Heroes Complete Edition,PS4,7.87,9.0,6.74
2329,Madden NFL 15,Xbox 360,8.51,9.0,8.02
2330,Five Nights at Freddy's 2,Android,8.53,9.0,8.06
2331,Control,PS4,8.58,9.0,8.17
2332,Green Ninja: Year of the Frog,Android,8.47,9.0,7.94
2333,Earth Defense Force 2017 Portable,PS Vita,7.91,9.0,6.82
2334,SimplePlanes,Android,8.2,9.0,7.41
2335,Ninja Hero Cats,Android,8.25,9.0,7.5
2336,Chameleon Run,Android,8.51,9.0,8.03
2337,Tower Madness 2: #1 in Great Strategy TD Games,iOS,8.03,9.0,7.07
2338,War Tortoise 2 - Idle Exploration Shooter,Android,8.34,9.0,7.68
2339,Tiny Guardians,Android,8.41,9.0,7.82
2340,LEGO Star Wars: The Force Awakens,PS4,8.34,9.0,7.67
2341,Jelly Defense,Android,8.42,9.0,7.84
2342,Hatoful Boyfriend,iOS,8.63,9.0,8.27
2343,Assassin's Creed IV: Black Flag,Xbox 360,8.73,9.0,8.47
2344,Batman: Arkham Asylum,Xbox 360,8.81,9.0,8.63
2345,Real Steel World Robot Boxing,Android,8.19,9.0,7.38
2346,Resident Evil 4 HD,Xbox 360,8.42,9.0,7.83
2347,Castle Creeps TD,iOS,8.23,9.0,7.47
2348,Castle Crashers,Xbox 360,8.49,9.0,7.97
2349,Bendy and the Ink Machine,PS4,8.18,9.0,7.36
2350,The Elder Scrolls V: Skyrim,Xbox 360,9.11,9.0,9.22
2351,Optical Inquisitor 17+,Android,7.85,9.0,6.71
2352,Call of Duty: Advanced Warfare,Xbox 360,8.53,9.0,8.06
2353,Banana Kong,iOS,8.01,9.0,7.03
2354,A Normal Lost Phone,Android,8.43,9.0,7.85
2355,Terraria,Xbox 360,8.41,9.0,7.83
2356,Outlast 2,PS4,8.28,9.0,7.56
2357,MUL.MASH.TAB.BA.GAL.GAL,iOS,8.59,9.0,8.19
2358,Tomb Raider,Xbox 360,8.66,9.0,8.33
2359,King's League: Odyssey,Android,8.59,9.0,8.18
2360,Bridge Constructor Portal,Android,8.41,9.0,7.82
2361,Castlevania: Symphony of the Night,Android,8.55,9.0,8.1
2362,ARMA 3,PC,8.22,9.0,7.44
2363,Gotham City Impostors,PS3,8.14,9.0,7.29
2364,Gears of War 3,Xbox 360,8.94,9.0,8.88
2365,Five Nights at Freddy's 4,Android,8.12,9.0,7.24
2366,Cultist Simulator,Android,8.34,9.0,7.68
2367,UNDER NIGHT IN-BIRTH Exe:Late,PC,8.35,9.0,7.71
2368,Battlefield 1943,Xbox 360,8.43,9.0,7.87
2369,Lifeline 2,Android,8.45,9.0,7.91
2370,Trials HD,Xbox 360,8.61,9.0,8.22
2371,Morphite,iOS,8.47,9.0,7.94
2372,Resident Evil HD Remaster,Xbox 360,8.47,9.0,7.95
2373,Flippy Knife,iOS,8.36,9.0,7.73
2374,Botanicula,Android,8.84,9.0,8.68
2375,Dead Space 2,Xbox 360,8.82,9.0,8.65
2376,Virtua Tennis 4: World Tour Edition,PS Vita,8.09,9.0,7.18
2377,Lemmings: The Official Game,iOS,8.02,9.0,7.04
2378,NBA 2K17,Xbox 360,8.63,9.0,8.27
2379,Command & Conquer Remastered,PC,8.59,9.0,8.18
2380,STAR WARS Jedi: Fallen Order,PC,8.59,9.0,8.19
2381,Rocksmith 2014,Xbox 360,8.58,9.0,8.17
2382,Fez,PS Vita,8.72,9.0,8.45
2383,Zombie Road Trip,Android,8.09,9.0,7.19
2384,Grand Theft Auto: San Andreas,Android,8.82,9.0,8.64
2385,Slender: The Arrival,Xbox 360,7.84,8.99,6.68
2386,Halo: Reach,Xbox 360,8.96,8.99,8.92
2387,Monster Boy and the Cursed Kingdom,PS4,8.71,8.99,8.42
2388,Far Cry 3,Xbox 360,8.89,8.99,8.79
2389,Rayman Legends,Xbox 360,8.97,8.99,8.94
2390,Flick Kick Football Legends,iOS,7.96,8.99,6.92
2391,Persona 4 Arena Ultimax,PS3,8.67,8.99,8.35
2392,Rock of Ages,PC,8.18,8.99,7.38
2393,NBA 2K16,Xbox 360,8.56,8.99,8.12
2394,Shadow Complex,Xbox 360,8.88,8.99,8.76
2395,Prune,Android,8.57,8.99,8.14
2396,Mutant Year Zero: Road to Eden,PS4,8.28,8.99,7.56
2397,Crusader Kings II,PC,8.65,8.99,8.3
2398,Atelier Ryza: Ever Darkness & the Secret Hideout,PS4,8.3,8.99,7.6
2399,CastleStorm - Free to Siege,Android,8.54,8.99,8.09
2400,Taps,iOS,8.34,8.99,7.68
2401,rymdkapsel,Android,8.71,8.99,8.43
2402,Left 4 Dead 2,Xbox 360,8.79,8.99,8.58
2403,F1 2019,PC,8.77,8.99,8.56
2404,Angry Birds Epic RPG,Android,8.13,8.99,7.26
2405,Assassin's Creed: Brotherhood,Xbox 360,8.87,8.99,8.74
2406,Assassin's Creed II,Xbox 360,8.72,8.99,8.45
2407,Battlefield: Bad Company 2,Xbox 360,8.74,8.99,8.49
2408,HITMAN 2,PC,8.59,8.99,8.19
2409,Call of Duty: Modern Warfare 2,Xbox 360,8.91,8.99,8.84
2410,Amnesia: Memories,PS Vita,8.14,8.99,7.28
2411,Call of Duty 4: Modern Warfare,Xbox 360,8.74,8.99,8.48
2412,Sniper Elite III,Xbox 360,7.88,8.99,6.76
2413,Halo: Combat Evolved Anniversary,Xbox 360,8.54,8.99,8.09
2414,Teenage Mutant Ninja Turtles,Android,8.14,8.99,7.29
2415,FIFA 15,Xbox 360,8.27,8.99,7.54
2416,Scott Pilgrim vs. the World: The Game,Xbox 360,8.09,8.99,7.19
2417,Yoku's Island Express,PS4,8.46,8.99,7.92
2418,State of Decay,Xbox 360,8.41,8.99,7.83
2419,Teenage Mutant Ninja Turtles: Out of the Shadows,Xbox 360,6.61,8.99,4.23
2420,Sonic Adventure 2,Xbox 360,7.82,8.99,6.64
2421,Assassin's Creed Rogue,Xbox 360,8.11,8.99,7.22
2422,Axiom Verge,Xbox One,8.48,8.99,7.98
2423,Detroit: Become Human,PC,8.41,8.99,7.83
2424,Underhero,PC,8.35,8.99,7.71
2425,Forza Horizon 2,Xbox 360,8.16,8.99,7.32
2426,Move or Die,PC,8.23,8.99,7.48
2427,Madden NFL 16,Xbox 360,8.39,8.99,7.78
2428,Halo 4,Xbox 360,8.9,8.99,8.81
2429,Just Dance 2015,PS3,8.1,8.99,7.21
2430,Diamond Digger Saga,iOS,7.95,8.99,6.9
2431,Tsuro - The Game of the Path,Android,8.49,8.99,7.98
2432,Battlefield Hardline,Xbox 360,8.03,8.99,7.06
2433,Detective Grimoire,iOS,8.55,8.99,8.1
2434,SPACEPLAN,Android,8.51,8.99,8.03
2435,Gears of War 2,Xbox 360,8.96,8.99,8.93
2436,WWE 2K14,Xbox 360,8.24,8.99,7.49
2437,Gravity Dash: Endless Runner,iOS,7.66,8.99,6.33
2438,Saints Row: Gat out of Hell,Xbox 360,8.01,8.99,7.04
2439,Bioshock,Xbox 360,9.0,8.99,9.0
2440,Fell Seal: Arbiter's Mark,Xbox One,8.39,8.99,7.79
2441,Tom Clancy’s Splinter Cell Blacklist,Xbox 360,8.56,8.99,8.12
2442,Dead Space,Xbox 360,8.65,8.99,8.32
2443,Puzzle Retreat,Android,8.38,8.99,7.78
2444,Payday 2,Xbox 360,8.32,8.99,7.65
2445,Saints Row: The Third,Xbox 360,8.65,8.99,8.31
2446,PixelJunk Shooter Ultimate,PS Vita,8.52,8.99,8.05
2447,SUPERBEAT: XONiC,PS Vita,8.52,8.99,8.04
2448,World of Tanks Blitz MMO,iOS,8.61,8.99,8.24
2449,Forza Motorsport 3,Xbox 360,9.0,8.99,9.01
2450,Bioshock Infinite,Xbox 360,9.03,8.99,9.07
2451,Saints Row IV: Re-Elected,Switch,8.1,8.99,7.21
2452,Transformers: War for Cybertron,Xbox 360,8.23,8.99,7.48
2453,Onimusha: Warlords,PC,8.21,8.99,7.44
2454,Grand Theft Auto IV,Xbox 360,8.91,8.99,8.84
2455,Farpoint,PS4,8.12,8.99,7.26
2456,South Park: The Fractured But Whole,Xbox One,8.59,8.99,8.2
2457,Disney Heroes: Battle Mode,iOS,7.78,8.99,6.58
2458,Assassin's Creed III,Xbox 360,8.67,8.99,8.36
2459,WWE 2K15,Xbox 360,7.49,8.99,5.99
2460,DRAGON QUEST,Android,8.16,8.99,7.33
2461,The Long Dark,PS4,8.18,8.99,7.37
2462,Injustice: Gods Among Us,Xbox 360,8.53,8.99,8.07
2463,Assassin's Creed: Brotherhood,PS3,8.84,8.99,8.69
2464,N.O.V.A. 3 - Near Orbit Vanguard Alliance,iOS,8.66,8.99,8.34
2465,STATIONflow,PC,8.16,8.99,7.34
2466,Frostpunk,PC,8.69,8.99,8.39
2467,R-TYPE II,Android,8.16,8.99,7.32
2468,Machinarium,PS3,8.27,8.99,7.56
2469,Tropico 4,PC,8.4,8.99,7.81
2470,Star Traders: Frontiers,Android,8.6,8.99,8.2
2471,Naruto Shippuden: Ultimate Ninja Storm 2,Xbox 360,8.22,8.99,7.45
2472,Team Sonic Racing,Switch,8.23,8.99,7.48
2473,Untitled Goose Game,PS4,8.35,8.99,7.71
2474,NCAA Football 14,Xbox 360,8.24,8.99,7.49
2475,Tricky Towers,PC,8.25,8.99,7.51
2476,Agar.io,iOS,8.23,8.99,7.47
2477,Assassin's Creed: Revelations,Xbox 360,8.39,8.98,7.8
2478,Harvey's New Eyes,iOS,8.66,8.98,8.33
2479,Saints Row IV: Re-Elected + Gat out of Hell,PS4,8.11,8.98,7.24
2480,Transformers: Fall of Cybertron,PC,8.39,8.98,7.8
2481,The Magic Circle,PC,8.34,8.98,7.71
2482,Aaero,PS4,8.36,8.98,7.74
2483,Halo 3,Xbox 360,8.92,8.98,8.86
2484,Fallout: New Vegas,Xbox 360,8.5,8.98,8.02
2485,Valleys Between,iOS,8.6,8.98,8.22
2486,Shardlight,iOS,8.16,8.98,7.33
2487,The Crew,Xbox 360,7.71,8.98,6.44
2488,NHL 11,Xbox 360,8.69,8.98,8.4
2489,Braid,Xbox 360,8.86,8.98,8.73
2490,Mutant Year Zero: Road to Eden,PC,8.37,8.98,7.76
2491,Mafia II,Xbox 360,8.09,8.98,7.2
2492,Fairy Tail,Switch,8.03,8.98,7.08
2493,NCAA Football 10,Xbox 360,8.51,8.98,8.04
2494,Corridor Z,iOS,8.12,8.98,7.27
2495,DOOM II,Android,8.12,8.98,7.26
2496,Space Grunts,Android,8.2,8.98,7.42
2497,Pharaoh Rebirth+,PC,8.1,8.98,7.21
2498,Everything,PS4,8.17,8.98,7.35
2499,Juicy Realm,Android,8.63,8.98,8.28
2500,Jet Set Radio,Xbox 360,7.96,8.98,6.93
2501,NCAA Football 11,Xbox 360,8.6,8.98,8.21
2502,Card Crusade,iOS,8.43,8.98,7.89
2503,Marvel's Iron Man VR,PS4,8.09,8.98,7.19
2504,Mortal Kombat 11,PS4,8.67,8.98,8.36
2505,Fairy Fencer F: Advent Dark Force,PS4,7.98,8.98,6.98
2506,Pinball FX2 VR,PS4,8.34,8.98,7.7
2507,Crysis 3,Xbox 360,8.35,8.98,7.72
2508,Marlow Briggs and the Mask of Death,PC,7.84,8.98,6.69
2509,Dark Souls,Xbox 360,8.68,8.98,8.38
2510,Pokémon Yellow Special Pikachu Edition,3DS,8.49,8.98,8.0
2511,The Complex,PS4,7.71,8.98,6.44
2512,Crash Team Racing Nitro-Fueled,Switch,8.56,8.98,8.14
2513,Brothers: A Tale of Two Sons,PS4,8.44,8.98,7.91
2514,Hand of Fate,PS4,8.17,8.98,7.35
2515,Dreamfall Chapters,PS4,7.94,8.98,6.89
2516,Lines the Game,iOS,8.41,8.98,7.83
2517,Sid Meier's Civilization Revolution,Xbox 360,8.43,8.98,7.89
2518,Tom Clancy's Splinter Cell: Conviction,Xbox 360,8.65,8.98,8.32
2519,Age of Rivals,iOS,8.62,8.98,8.27
2520,Shantae: Half-Genie Hero,PC,8.14,8.98,7.31
2521,In Other Waters,PC,8.33,8.98,7.68
2522,Thumper: Pocket Edition,iOS,8.01,8.98,7.05
2523,Mad Max,PC,8.16,8.98,7.33
2524,Fight'N Rage,PS4,8.34,8.98,7.71
2525,Alien: Isolation,Xbox 360,8.43,8.98,7.88
2526,Epic Odyssey,iOS,7.86,8.98,6.73
2527,Spaceteam,iOS,8.82,8.98,8.67
2528,Defiance,Xbox 360,7.73,8.98,6.48
2529,Metal Gear Rising: Revengeance,Xbox 360,8.44,8.98,7.9
2530,Pro Evolution Soccer 2017,PS3,8.49,8.98,8.01
2531,The Beatles: Rock Band,Xbox 360,8.79,8.98,8.6
2532,Subway Surfers,iOS,8.48,8.98,7.98
2533,Voodoo Vince: Remastered,PC,7.88,8.98,6.78
2534,Oil Rush: 3D naval strategy,Android,8.3,8.98,7.62
2535,NHL 14,Xbox 360,8.44,8.98,7.9
2536,Guns Royale,iOS,7.9,8.98,6.83
2537,Tom Clancy's Rainbow Six: Vegas 2,Xbox 360,8.45,8.98,7.93
2538,Dicey Dungeons,PC,8.5,8.98,8.03
2539,Dig or Die,PC,8.27,8.98,7.56
2540,Dark Sword,iOS,8.07,8.98,7.17
2541,Mortal Kombat: Komplete Edition,PC,8.16,8.98,7.35
2542,NCAA Football 14,PS3,8.2,8.98,7.43
2543,Rayman 3 HD,PS3,8.15,8.98,7.32
2544,Super Stickman Golf 2,iOS,8.76,8.98,8.55
2545,Sonic & All-Stars Racing Transformed,PS Vita,8.2,8.98,7.43
2546,Nioh,PS4,8.79,8.98,8.61
2547,Tales of Vesperia,Xbox 360,8.37,8.98,7.76
2548,Battlefield 1943,PS3,8.53,8.98,8.09
2549,Dead Rising 2,Xbox 360,8.37,8.98,7.76
2550,Silly Walks,iOS,8.51,8.98,8.04
2551,Atelier Sophie: The Alchemist of the Mysterious Book,PS Vita,8.2,8.98,7.43
2552,Digby Forever,iOS,8.26,8.97,7.55
2553,Tennis Champs Returns,iOS,8.8,8.97,8.63
2554,Looty Dungeon,iOS,8.0,8.97,7.03
2555,Halo 3: ODST,Xbox 360,8.57,8.97,8.17
2556,BioShock 2,Xbox 360,8.73,8.97,8.48
2557,Army of Two: The Devil's Cartel,Xbox 360,7.32,8.97,5.66
2558,Watch Dogs,PS3,8.49,8.97,8.01
2559,Legend of Solgard,iOS,8.48,8.97,7.98
2560,Joan Mad Run,iOS,8.24,8.97,7.5
2561,Dark Souls: Prepare to Die Edition,PC,8.71,8.97,8.45
2562,Design Home,iOS,7.98,8.97,6.98
2563,The Elder Scrolls: Blades,iOS,7.77,8.97,6.56
2564,Mobile Suit Gundam: Extreme Vs. Force,PS Vita,7.41,8.97,5.84
2565,The Evil Within,PS3,8.25,8.97,7.52
2566,Diablo III: Ultimate Evil Edition,Xbox 360,8.56,8.97,8.15
2567,Phantom Breaker: Battle Grounds,Xbox 360,7.87,8.97,6.76
2568,Red Faction: Guerrilla,Xbox 360,8.48,8.97,8.0
2569,Warriors Orochi 3 Ultimate,PS4,8.27,8.97,7.57
2570,Thief,Xbox 360,7.75,8.97,6.53
2571,Remnant: From the Ashes,PS4,8.38,8.97,7.79
2572,Battle Princess of Arcadias,PS3,8.18,8.97,7.38
2573,Grand Theft Auto: San Andreas,PC,8.7,8.97,8.44
2574,Gummy Drop! - A Candy Matching Puzzle Game,iOS,8.48,8.97,7.99
2575,Dungeon Defenders,PS3,8.54,8.97,8.11
2576,PKTBALL - Endless Arcade Smash Sport,iOS,8.39,8.97,7.8
2577,Teenage Mutant Ninja Turtles: Legends,iOS,8.15,8.97,7.33
2578,Sacrifice,PC,8.3,8.97,7.63
2579,Super Mega Baseball 3,PC,8.39,8.97,7.82
2580,Fez,PC,8.8,8.97,8.62
2581,Imbroglio,iOS,8.82,8.97,8.67
2582,The Liar Princess and the Blind Prince,Switch,8.07,8.97,7.17
2583,Dragon Age: Inquisition,Xbox 360,8.34,8.97,7.71
2584,Dishonored,Xbox 360,8.94,8.97,8.91
2585,Victoria II,PC,8.39,8.97,7.81
2586,Zombie Army 4: Dead War,PS4,8.12,8.97,7.27
2587,Devil May Cry 4: Special Edition,PC,8.25,8.97,7.53
2588,Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,8.19,8.97,7.41
2589,Pocket Trains,iOS,8.38,8.97,7.79
2590,Metal Gear Solid V: Ground Zeroes,PS3,8.27,8.97,7.58
2591,Crossing Souls,PS4,8.1,8.97,7.24
2592,Brutal Legend,Xbox 360,8.36,8.97,7.75
2593,Bayonetta,Xbox 360,8.88,8.97,8.78
2594,Squares,PS Vita,7.56,8.97,6.16
2595,Metroid Prime: Federation Force,3DS,7.75,8.97,6.52
2596,Tsuro - The Game of the Path,iOS,8.37,8.97,7.77
2597,ALONE...,iOS,8.3,8.97,7.64
2598,Late Shift,PS4,7.65,8.97,6.34
2599,MLB 15: The Show,PS4,8.43,8.97,7.9
2600,"Invisible, Inc.",iOS,8.93,8.97,8.89
2601,Destroy All Humans!,Xbox One,8.1,8.97,7.23
2602,Amplitude,PS4,8.14,8.97,7.31
2603,Oddworld: Munch's Oddysee HD,PS Vita,8.02,8.97,7.07
2604,Hades' Star,iOS,8.52,8.97,8.08
2605,Just Dance 2019,Xbox 360,8.22,8.97,7.48
2606,Evoland 2,iOS,8.47,8.97,7.97
2607,Yu-Gi-Oh! Legacy of the Duelist: Link Evolution!,Switch,8.28,8.97,7.6
2608,Redout: Lightspeed Edition,PS4,8.07,8.97,7.16
2609,Hyrule Warriors: Definitive Edition,Switch,8.37,8.97,7.78
2610,Deus Ex: Human Revolution,Xbox 360,8.84,8.97,8.72
2611,Alan Wake,Xbox 360,8.67,8.97,8.38
2612,Gears of War,Xbox 360,8.83,8.97,8.69
2613,Lego Star Wars III: The Clone Wars,PC,8.12,8.97,7.27
2614,Mass Effect 3,Xbox 360,8.92,8.97,8.87
2615,Resident Evil 5,Xbox 360,8.62,8.97,8.27
2616,Oxenfree,Xbox One,8.46,8.97,7.95
2617,Dark Souls,PS3,8.74,8.96,8.52
2618,Stick it to The Man,PS Vita,8.2,8.96,7.43
2619,Aragami,PC,8.15,8.96,7.34
2620,The Evil Within,Xbox 360,8.16,8.96,7.35
2621,Farming Simulator 19,Xbox One,8.12,8.96,7.27
2622,Doom,Xbox One,8.57,8.96,8.17
2623,Farming Simulator 17,PS4,7.96,8.96,6.95
2624,Good Sudoku by Zach Gage,iOS,8.11,8.96,7.27
2625,Farming Simulator 15,PC,7.43,8.96,5.91
2626,Warface: Global Operations,iOS,7.96,8.96,6.96
2627,Rain,PS3,8.15,8.96,7.34
2628,DRAGON QUEST II,Android,8.2,8.96,7.44
2629,Door Kickers: Action Squad,Android,8.25,8.96,7.53
2630,Evolution: Battle for Utopia,iOS,8.19,8.96,7.42
2631,Naruto Shippuden: Ultimate Ninja Storm Generations,Xbox 360,8.25,8.96,7.54
2632,Crash Team Racing Nitro-Fueled,Xbox One,8.62,8.96,8.28
2633,Dream Daddy: A Dad Dating Simulator,PC,7.99,8.96,7.02
2634,KartRider Rush+,iOS,8.68,8.96,8.39
2635,Pyre,PC,8.63,8.96,8.31
2636,Mario + Rabbids Kingdom Battle,Switch,8.63,8.96,8.31
2637,Wolfenstein: The New Order,PS4,8.41,8.96,7.86
2638,Anodyne 2: Return to Dust,PC,8.13,8.96,7.29
2639,Spellspire,iOS,8.41,8.96,7.87
2640,Middle-earth: Shadow of Mordor,Xbox 360,8.12,8.96,7.28
2641,Leap of Fate,iOS,8.42,8.96,7.89
2642,Secret of Mana,PS4,7.63,8.96,6.29
2643,Just Dance 2019,PS4,8.26,8.96,7.56
2644,Accel World VS Sword Art Online: Millennium Twilight,PS4,7.77,8.96,6.58
2645,Streets of Rage 4,PC,8.68,8.96,8.39
2646,Trine,PS3,8.39,8.96,7.82
2647,Fury Unleashed,PC,8.32,8.96,7.68
2648,Bulletstorm,Xbox 360,8.57,8.96,8.18
2649,Killzone HD,PS3,7.66,8.96,6.36
2650,Darksiders,Xbox 360,8.56,8.96,8.15
2651,Battlefield 1,PS4,8.81,8.96,8.66
2652,Ace Fishing: Wild Catch,iOS,8.47,8.96,7.99
2653,Rock of Ages II: Bigger and Boulder,PC,8.4,8.96,7.84
2654,Sonic Mania,PS4,8.73,8.96,8.5
2655,Dig Dog – Treasure Hunter,iOS,8.39,8.96,7.82
2656,Super Hydorah,PC,8.38,8.96,7.81
2657,Sorcery! 3,iOS,8.6,8.96,8.24
2658,The Spiral Scouts,PC,8.25,8.96,7.54
2659,The Legend of Heroes: Trails of Cold Steel,PS3,8.3,8.96,7.65
2660,Ni no Kuni: Wrath of the White Witch Remastered,PC,8.53,8.96,8.11
2661,TEPPEN,iOS,8.34,8.96,7.72
2662,Ys VIII: Lacrimosa of DANA,PS Vita,8.51,8.96,8.06
2663,The Walking Dead: 400 Days,Xbox 360,8.34,8.96,7.73
2664,Skylanders: Trap Team,Xbox 360,8.44,8.96,7.91
2665,RUINER,PC,8.32,8.96,7.68
2666,Gears of War: Judgment,Xbox 360,8.42,8.96,7.89
2667,Glorkian Warrior: Trials Of Glork,iOS,8.36,8.96,7.76
2668,Lost Planet 3,Xbox 360,7.35,8.96,5.75
2669,Neon Chrome,iOS,8.8,8.96,8.64
2670,Knock-Knock Game,iOS,8.14,8.96,7.32
2671,Layers of Fear,PS4,8.24,8.96,7.53
2672,The Liar Princess and the Blind Prince,PS4,7.96,8.96,6.96
2673,Firewall Zero Hour,PS4,8.36,8.96,7.77
2674,Rifter,PC,8.32,8.96,7.68
2675,Tekken 6,Xbox 360,8.45,8.96,7.95
2676,XCOM: Enemy Unknown,Xbox 360,8.81,8.96,8.67
2677,Earth Defense Force 2025,PS3,7.94,8.96,6.93
2678,Skylanders Imaginators,PS4,8.36,8.96,7.77
2679,RollerCoaster Tycoon Touch,iOS,8.31,8.96,7.66
2680,Army of Two: The Devil's Cartel,PS3,7.45,8.96,5.95
2681,theHunter: Call of the Wild,PS4,8.13,8.96,7.31
2682,Battlezone 98 Redux,PC,8.02,8.96,7.09
2683,Assassin's Creed,Xbox 360,8.32,8.96,7.68
2684,Thea: The Awakening,PC,7.96,8.95,6.97
2685,LittleBigPlanet,PS3,8.95,8.95,8.95
2686,Bad North,PC,8.07,8.95,7.19
2687,Hand of Fate,PC,8.41,8.95,7.86
2688,Time Recoil,iOS,8.11,8.95,7.27
2689,Just Cause 2,PC,8.46,8.95,7.97
2690,Divekick,PS3,7.76,8.95,6.57
2691,Empires and Allies,iOS,8.3,8.95,7.64
2692,Dishonored,PS3,8.9,8.95,8.84
2693,Salt and Sanctuary,Xbox One,8.55,8.95,8.14
2694,Color Sheep,iOS,7.71,8.95,6.47
2695,Tales of Xillia,PS3,8.49,8.95,8.03
2696,Brothers in Arms 3: Sons of War,iOS,7.69,8.95,6.43
2697,Blocky Roads,iOS,8.61,8.95,8.27
2698,Driveclub Bikes,PS4,8.3,8.95,7.64
2699,Raiders of the North Sea,Android,8.87,8.95,8.78
2700,Antihero - Digital Board Game,iOS,8.68,8.95,8.4
2701,Maneater,PS4,8.03,8.95,7.1
2702,Batman: The Telltale Series,iOS,8.07,8.95,7.19
2703,Traffic Rider,iOS,8.38,8.95,7.8
2704,Divinity: Original Sin,PC,8.72,8.95,8.49
2705,Castlevania: Lords of Shadow,Xbox 360,8.47,8.95,7.98
2706,World of Gibbets,iOS,8.11,8.95,7.27
