Name,Platform,Play Score,Game Score,Critic Score
ROMANCING SAGA 2,iOS,8.40,8.53,8.26
Knight Squad,PC,7.61,8.53,6.68
Lords of the Fallen,iOS,7.38,8.53,6.23
Assassin's Creed II,PC,8.34,8.53,8.14
Wolfenstein: The Old Blood,Xbox One,8.07,8.53,7.61
Cabin Escape: Alice's Story,iOS,7.90,8.53,7.27
Mage's Initiation: Reign of the Elements,PC,7.51,8.53,6.49
Zeno Clash,PC,8.06,8.53,7.60
Wasteland 3,PS4,8.16,8.53,7.79
Dungeon Tales : RPG Card Game,iOS,8.06,8.53,7.58
Call of Duty: Modern Warfare 2,PS3,8.65,8.53,8.78
Agatha Knife,Xbox One,7.88,8.53,7.23
Tales of Vesperia: Definitive Edition,PC,8.21,8.53,7.89
Tumblestone,Wii U,8.09,8.53,7.66
Escape Plan,PS Vita,7.62,8.53,6.71
Sports Party,Switch,7.49,8.53,6.45
Pascal's Wager,iOS,8.20,8.53,7.88
Smash the Office,iOS,7.60,8.53,6.67
Hakuoki: Kyoto Winds,PS Vita,8.07,8.53,7.60
Kick & Fennick,Wii U,7.93,8.53,7.33
Daggerhood,iOS,8.31,8.53,8.08
Toybox Turbos,PC,7.85,8.53,7.18
Sniper Elite III,PS3,7.68,8.53,6.83
Sherlock Holmes: Crimes and Punishments,PS4,7.93,8.53,7.33
Legna Tactica,3DS,7.35,8.53,6.17
_PRISM,iOS,8.40,8.53,8.26
Badland: Game of the Year Edition,PS Vita,7.85,8.53,7.17
Mother Russia Bleeds,PC,7.93,8.53,7.33
Into the Dim,iOS,8.00,8.53,7.47
Ratchet & Clank: Full Frontal Assault,PS3,7.55,8.53,6.57
Bayonetta,PS3,8.41,8.53,8.29
Touhou Double Focus,PS4,7.67,8.53,6.81
Harvest Moon: Light of Hope Special Edition,PS4,7.53,8.53,6.53
A Way Out,PC,8.15,8.53,7.78
Dance Central 3,Xbox 360,8.48,8.53,8.44
Record of Agarest War 2,PS3,7.54,8.53,6.55
Crowntakers,iOS,8.35,8.53,8.17
Dreamfall Chapters,Xbox One,7.60,8.53,6.67
DR.MEEP,iOS,7.99,8.53,7.46
Tony Hawk's Pro Skater HD,PS3,7.73,8.53,6.93
Forza Motorsport 6,Xbox One,8.63,8.53,8.73
Rayman Origins,Xbox 360,8.60,8.53,8.68
American Fugitive,PS4,7.83,8.52,7.14
Joe Danger Infinity,iOS,8.28,8.52,8.04
F1 2010,PS3,8.42,8.52,8.32
Heroes of Order & Chaos,iOS,8.11,8.52,7.69
King of Thieves,iOS,7.72,8.52,6.93
Aquapazza: Aquaplus Dream Match,PS3,8.07,8.52,7.61
The Walking Dead: A New Frontier,iOS,7.97,8.52,7.42
Diablo II,PC,8.30,8.52,8.08
WWE 2K15,PS3,7.29,8.52,6.07
Resident Evil: Revelations 2,PS Vita,7.48,8.52,6.43
Bad Apple Wars,PS Vita,7.75,8.52,6.97
Corpse Party,iOS,7.79,8.52,7.07
Sniper Elite V2,PC,7.57,8.52,6.62
Unbox: Newbie's Adventure,PC,7.66,8.52,6.80
SAMURAI WARRIORS: Spirit of Sanada,PS4,7.95,8.52,7.37
Alone With You,PS Vita,8.06,8.52,7.60
Monster Jam Steel Titans,PS4,7.40,8.52,6.28
Mortal Shell,PS4,7.99,8.52,7.47
DiRT Rally 2.0,PS4,8.34,8.52,8.16
X-Mercs,iOS,7.94,8.52,7.37
Flipping Death,PC,8.02,8.52,7.52
Skylanders: SuperChargers,Wii U,8.28,8.52,8.05
Bloodstained: Curse of the Moon,3DS,8.06,8.52,7.60
The Cave,PC,7.91,8.52,7.30
Escape from Chernobyl,iOS,7.74,8.52,6.97
The Executive,iOS,8.62,8.52,8.73
Crimsonland,PS4,7.59,8.52,6.67
Strider,PC,8.06,8.52,7.60
Remothered: Tormented Fathers,PS4,7.93,8.52,7.35
Mini Ninjas,PS3,7.88,8.52,7.25
NEON STRUCT,PC,7.86,8.52,7.21
MX vs. ATV Alive,PS3,7.45,8.52,6.39
Medal of Honor: Warfighter,PS3,7.23,8.52,5.94
Lost Dimension,PS Vita,7.86,8.52,7.20
Gears of War: Ultimate Edition,Xbox One,8.36,8.52,8.21
Michael Jackson: The Experience 3D,3DS,7.58,8.52,6.64
Dark Souls II,Xbox 360,8.59,8.52,8.66
Roller Polar,iOS,7.89,8.51,7.27
The Shadow Sun,iOS,8.33,8.51,8.14
Sonic Generations,Xbox 360,8.08,8.51,7.64
Super Stickman Golf 3,iOS,8.64,8.51,8.77
FIST OF THE NORTH STAR,iOS,7.92,8.51,7.33
Dragon's Dogma,PS3,8.06,8.51,7.61
Icycle: On Thin Ice,iOS,8.27,8.51,8.03
Creepy Castle,PC,8.03,8.51,7.54
LEGO Star Wars: The Complete Saga,PS3,8.01,8.51,7.51
Soulcalibur: Lost Swords,PS3,6.51,8.51,4.50
RollerCoaster Tycoon Classic,iOS,8.30,8.51,8.08
Old Man's Journey,iOS,8.51,8.51,8.51
GNOG,iOS,8.30,8.51,8.09
Kona,PS4,7.83,8.51,7.15
Dead Island: Riptide,PC,7.28,8.51,6.04
MilitAnt,PS4,6.86,8.51,5.21
ARK: Survival Evolved,PS4,7.75,8.51,6.99
Push Me Pull You,PS4,7.78,8.51,7.05
SimpleRockets,Android,8.28,8.51,8.05
Time Carnage,PS4,7.30,8.51,6.08
One Piece: Romance Dawn,3DS,6.77,8.51,5.02
Battle Chasers: Nightwar,Switch,8.16,8.51,7.82
Romance of the Three Kingdoms XIII,PS4,7.68,8.51,6.86
DRAGON QUEST III,iOS,8.13,8.51,7.76
One Hour One Life for Mobile,iOS,8.33,8.51,8.15
Disgaea 4 Complete+,Switch,8.26,8.51,8.01
Dragon Star Varnir,PS4,7.95,8.51,7.38
Neverending Nightmares,PS4,7.74,8.51,6.98
Rock Band 2,Xbox 360,8.60,8.51,8.68
Omen of Sorrow,PS4,7.63,8.51,6.75
Criminal Girls 2: Party Favors,PS Vita,7.58,8.51,6.65
LEGO Batman 3: Beyond Gotham,Xbox 360,7.87,8.51,7.24
Broken Age,PS Vita,8.12,8.51,7.74
Jurassic World: Evolution,Xbox One,7.76,8.51,7.02
Power Hover,iOS,8.35,8.51,8.19
Crayola Scoot,Switch,7.80,8.51,7.09
Tropico 3,PC,8.23,8.51,7.96
VIDEOBALL,PS4,7.93,8.51,7.35
Monster Energy Supercross - The Official Videogame 3,Xbox One,7.88,8.51,7.26
Road Not Taken,iOS,8.03,8.51,7.55
Dragon's Dogma: Dark Arisen,Xbox 360,7.94,8.51,7.38
Tokyo Xanadu,PS Vita,7.92,8.51,7.33
Knowledge is Power,iOS,7.77,8.51,7.03
Age of Rivals,PC,8.07,8.51,7.63
FIFA 18,PS4,8.41,8.51,8.30
The Amazing Spider-Man,PS Vita,7.37,8.50,6.24
School Girl/Zombie Hunter,PS4,6.91,8.50,5.32
Tower Fortress,iOS,8.04,8.50,7.58
Fez,PS4,8.48,8.50,8.46
Touhou Genso Rondo: Bullet Ballet,PS4,7.23,8.50,5.96
"Warhammer 40,000: Dawn of War II",PC,8.46,8.50,8.42
Jotun: Vallhalla Edition,PS4,7.92,8.50,7.33
Black Knight Sword,PS3,7.50,8.50,6.49
Like a Boss!,iOS,7.78,8.50,7.07
Saints Row: Gat out of Hell,PS4,7.76,8.50,7.01
Rock Band 3,Xbox 360,8.76,8.50,9.02
A Normal Lost Phone,iOS,8.33,8.50,8.15
BigFest,PS Vita,7.44,8.50,6.39
Cel Damage HD,PS4,7.40,8.50,6.30
Trials Evolution,Xbox 360,8.71,8.50,8.92
Hollow Knight Voidheart Edition,Xbox One,8.36,8.50,8.21
Magic: The Gathering – Duels of the Planeswalkers 2013,PC,7.81,8.50,7.13
Strider,PS4,7.96,8.50,7.43
Necrobarista,PC,8.25,8.50,7.99
Top Spin 4,PS3,8.39,8.50,8.28
NBA 2K13,Xbox 360,8.45,8.50,8.40
Sword Art Online: Hollow Realization,PS Vita,7.66,8.50,6.81
Epic Dumpster Bear,Wii U,7.35,8.50,6.21
Skate 3,Xbox 360,8.04,8.50,7.59
Use Your Words,PC,7.65,8.50,6.79
Dead Island,PC,8.04,8.50,7.58
Mortal Kombat,Xbox 360,8.46,8.50,8.41
Deception IV: Blood Ties,PS Vita,7.52,8.50,6.54
Stories: The Path of Destinies,PC,8.00,8.50,7.51
Trials Fusion,PS4,8.17,8.50,7.85
Let Them Come,PS4,7.70,8.50,6.89
Super Meat Boy,Xbox 360,8.59,8.50,8.68
Company of Heroes: Opposing Fronts,PC,8.28,8.50,8.06
Super Cloudbuilt,PC,8.09,8.50,7.68
Transformers: Fall of Cybertron,Xbox 360,8.12,8.50,7.74
Thronebreaker,iOS,7.98,8.50,7.47
Peter Jackson's King Kong,Xbox 360,8.20,8.50,7.90
Vessel,PC,8.19,8.50,7.89
Left 4 Dead,Xbox 360,8.38,8.50,8.26
The Walking Dead: Season One,Xbox 360,8.40,8.50,8.30
Deus Ex: Human Revolution - Director's Cut,Xbox 360,8.25,8.50,8.01
Paladins,PC,8.08,8.50,7.66
Lumines: Electronic Symphony,PS Vita,8.33,8.50,8.16
Plants vs. Zombies,Xbox 360,8.47,8.50,8.45
twofold inc.,iOS,8.37,8.50,8.23
Saints Row 2,Xbox 360,8.10,8.50,7.71
PlanetSide 2,PS4,8.08,8.50,7.67
GRIP: Combat Racing,PS4,7.93,8.50,7.37
Valiant Hearts: The Great War,Xbox 360,8.18,8.50,7.86
World of Tanks Xbox 360 Edition,Xbox 360,8.06,8.50,7.62
Spirit of the North,PC,7.35,8.50,6.19
Rising Storm 2: Vietnam,PC,8.18,8.50,7.86
NBA 2K12,Xbox 360,8.64,8.50,8.79
LIMBO,Xbox 360,8.66,8.50,8.82
WWE: Champions - Free Puzzle RPG,iOS,7.98,8.50,7.47
Tom Clancy's Ghost Recon: Future Soldier,Xbox 360,8.20,8.50,7.91
Just Cause 2,Xbox 360,8.11,8.50,7.73
Aurion: Legacy of the Kori-Odan,PC,7.65,8.50,6.81
Monday Night Combat,Xbox 360,8.13,8.50,7.77
The Godfather: The Game,Xbox 360,7.85,8.50,7.21
Battlefield 3,Xbox 360,8.35,8.50,8.20
First Strike: Final Hour,iOS,8.18,8.50,7.87
LEGO Star Wars: The Force Awakens,Xbox 360,8.09,8.50,7.68
The Secret of Monkey Island: Special Edition,Xbox 360,8.32,8.50,8.14
NHL 10,Xbox 360,8.38,8.50,8.26
Super Street Fighter IV,Xbox 360,8.62,8.50,8.74
Syberia,PS3,7.45,8.50,6.40
DOOM Eternal,PC,8.62,8.50,8.74
Bastion,Xbox 360,8.42,8.50,8.34
Stellaris,PC,8.29,8.50,8.09
Tom Clancy's Rainbow Six: Vegas 2,PC,7.96,8.50,7.42
Football Manager 2019,PC,8.48,8.50,8.46
Skate 2,Xbox 360,8.17,8.50,7.85
WWE '13,Xbox 360,8.24,8.50,7.98
Prototype 2,Xbox 360,7.87,8.50,7.25
Dungeon Defenders,Xbox 360,8.03,8.50,7.57
Worms 2: Armageddon,Xbox 360,8.11,8.50,7.73
WWE SmackDown vs. RAW 2010,Xbox 360,8.22,8.50,7.95
DuckTales Remastered,Xbox 360,7.99,8.50,7.48
Madden NFL 12,PS3,7.97,8.50,7.45
Midnight Club: Los Angeles,Xbox 360,8.20,8.50,7.91
WWE '12,Xbox 360,7.81,8.50,7.13
Call of Duty: World at War,Xbox 360,8.11,8.50,7.72
Unreal Tournament III,PC,8.25,8.50,8.01
Plants vs. Zombies: Garden Warfare,Xbox 360,8.03,8.49,7.56
Laserlife,PS4,7.56,8.49,6.63
DiRt 2,Xbox 360,8.51,8.49,8.54
Monster Boy and the Cursed Kingdom,Xbox One,8.39,8.49,8.28
Natural Selection 2,PC,8.37,8.49,8.25
Metro: Last Light Redux,PC,7.99,8.49,7.48
Closure,PS3,8.17,8.49,7.84
Kingdoms of Amalur: Reckoning,Xbox 360,8.21,8.49,7.93
Yoku's Island Express,Switch,8.31,8.49,8.13
Defense Grid: The Awakening,Xbox 360,8.10,8.49,7.71
Catherine,Xbox 360,8.28,8.49,8.07
de Blob 2,Xbox 360,8.02,8.49,7.54
MotoGP 20,PS4,8.01,8.49,7.53
Dead Rising 2: Off the Record,Xbox 360,7.74,8.49,6.99
Bully: Scholarship Edition,Xbox 360,8.18,8.49,7.86
Arx Fatalis,PC,8.10,8.49,7.71
Dragon Ball: Raging Blast,Xbox 360,7.55,8.49,6.61
TRI: Of Friendship and Madness,PC,8.08,8.49,7.66
Madden NFL 10,Xbox 360,8.32,8.49,8.15
FIFA Soccer 10,Xbox 360,8.63,8.49,8.76
FIFA 17,Xbox 360,8.36,8.49,8.22
Resident Evil Code: Veronica X,Xbox 360,7.56,8.49,6.62
Orcs Must Die!,Xbox 360,8.15,8.49,7.80
The Adventure Pals,Xbox One,8.03,8.49,7.57
FIFA 16,Xbox 360,8.35,8.49,8.21
Transformers: Rise of the Dark Spark,PS3,7.00,8.49,5.52
Need for Speed: Rivals,Xbox 360,8.02,8.49,7.55
Destroy All Humans! Path of the Furon,Xbox 360,6.40,8.49,4.31
Darksiders II,Xbox 360,8.33,8.49,8.17
Hitman: Absolution,Xbox 360,8.27,8.49,8.05
BlazBlue: Continuum Shift,Xbox 360,8.36,8.49,8.22
Stardew Valley,Switch,8.52,8.49,8.55
Mayan Death Robots,PC,7.93,8.49,7.37
Whispering Willows,PS Vita,7.47,8.49,6.45
Xblaze Code: Embryo,PS Vita,7.29,8.49,6.09
Sparklite,Switch,7.94,8.49,7.38
L.A. Noire,Xbox 360,8.51,8.49,8.54
UFC Undisputed 2010,Xbox 360,8.22,8.49,7.95
Iron Brigade,Xbox 360,8.33,8.49,8.16
Hitman: Blood Money,Xbox 360,8.09,8.49,7.70
Crysis 2,Xbox 360,8.43,8.49,8.36
NBA 2K9,Xbox 360,8.29,8.49,8.10
A Case of Distrust,PC,7.98,8.49,7.48
Disney Infinity,Xbox 360,7.97,8.49,7.45
SD GUNDAM G GENERATION CROSS RAYS,PC,7.38,8.49,6.27
R.U.S.E.,Xbox 360,8.05,8.49,7.61
Zoo Tycoon,Xbox 360,7.49,8.49,6.48
Skylanders: Spyro's Adventure,Xbox 360,8.09,8.49,7.69
Warriors Orochi 3,Xbox 360,7.69,8.49,6.88
House of the Dead: Overkill - Extended Cut,PS3,7.88,8.49,7.26
Kentucky Route Zero: TV Edition,PS4,8.29,8.49,8.09
WWE 2K17,Xbox 360,7.88,8.49,7.27
Disney Infinity 3.0 Edition,PS4,8.20,8.49,7.91
Battlefield: Bad Company,Xbox 360,8.14,8.49,7.79
Fist of Fury,iOS,8.18,8.49,7.87
Crysis,Xbox 360,8.15,8.49,7.81
Escape Hunt: The Lost Temples,iOS,7.66,8.49,6.83
Grid,Xbox 360,8.34,8.49,8.19
Aliens vs. Predator,Xbox 360,7.51,8.49,6.52
Supreme Commander 2,Xbox 360,7.99,8.49,7.49
Ghostbusters: The Video Game,Xbox 360,7.91,8.49,7.34
Dead Island,Xbox 360,7.89,8.49,7.29
Iratus: Lord of the Dead,PC,8.12,8.49,7.75
NBA 2K20,PS4,8.07,8.49,7.64
Madden NFL 11,Xbox 360,8.31,8.49,8.12
2010 FIFA World Cup South Africa,Xbox 360,8.36,8.49,8.22
XCOM 2,PC,8.59,8.49,8.70
Dynasty Warriors: Gundam 3,Xbox 360,7.64,8.49,6.79
Darksiders II,PS3,8.38,8.49,8.27
The Hunger Games: Catching Fire - Panem Run,iOS,7.46,8.49,6.43
SSC 2018,iOS,8.16,8.49,7.83
UFC 2009 Undisputed,Xbox 360,8.22,8.49,7.95
Tekken Tag Tournament 2,Xbox 360,8.28,8.49,8.07
Portal Knights,Switch,7.64,8.49,6.79
Vostok Inc.,PS4,7.74,8.49,6.98
The Witcher 2: Assassins of Kings - Enhanced Edition,Xbox 360,8.65,8.49,8.81
Test Drive Unlimited,Xbox 360,8.15,8.49,7.81
Army of Two: The 40th Day,Xbox 360,7.93,8.49,7.36
Dynasty Warriors 7,Xbox 360,7.38,8.49,6.27
WWE SmackDown vs. RAW 2009,Xbox 360,8.00,8.49,7.52
The Bigs 2,Xbox 360,7.95,8.49,7.41
Call of Duty 2,Xbox 360,8.22,8.49,7.96
Battlestar Galactica Deadlock,PS4,7.84,8.49,7.19
The Evil Within,Xbox One,8.06,8.49,7.63
The Operative: No One Lives Forever,PC,8.26,8.49,8.03
Thimbleweed Park,Xbox One,8.28,8.49,8.06
M&M: Elemental Guardians,iOS,7.98,8.49,7.48
Down The Mountain,iOS,7.91,8.49,7.33
Call of Duty: Black Ops,Xbox 360,8.41,8.49,8.34
Star Wars: Battlefront II,PC,7.63,8.49,6.77
Resonance,PC,8.15,8.49,7.82
The Unspoken,PC,8.00,8.49,7.51
Best Rally,iOS,8.16,8.49,7.83
Sniper Elite V2,Xbox 360,7.60,8.49,6.72
Sometimes You Die,iOS,8.23,8.49,7.98
Spec Ops: The Line,Xbox 360,8.02,8.49,7.55
Vanquish,Xbox 360,8.36,8.49,8.23
Saban's Mighty Morphin Power Rangers: Mega Battle,PS4,6.68,8.49,4.87
BlazBlue Cross Tag Battle,Switch,8.05,8.49,7.62
Castlevania: Lords of Shadow 2,Xbox 360,7.67,8.49,6.85
Extreme Exorcism,Wii U,7.94,8.49,7.40
Transformers: Rise of the Dark Spark,Xbox 360,6.89,8.49,5.29
Contrast,PS3,7.70,8.49,6.91
Halo Wars,Xbox 360,8.22,8.49,7.95
Anomaly: Warzone Earth,PC,8.19,8.48,7.90
Sonic Mania,Switch,8.36,8.49,8.24
The Mooseman,iOS,8.18,8.49,7.87
Burnout Paradise,Xbox 360,8.38,8.49,8.27
Dynasty Warriors: Gundam 2,Xbox 360,7.25,8.49,6.02
HyperParasite,PC,8.03,8.49,7.58
UNCHARTED: Fight For Fortune,PS Vita,7.54,8.49,6.59
Crackdown 2,Xbox 360,7.72,8.49,6.96
The Lord of the Rings: The Battle for Middle-earth II,Xbox 360,8.10,8.48,7.72
Divekick,PS Vita,7.79,8.48,7.09
'Splosion Man,Xbox 360,8.26,8.48,8.03
Popup Dungeon,PC,7.97,8.48,7.46
Stranger Things 3: The Game,Xbox One,7.79,8.48,7.10
Figment,PC,8.12,8.48,7.75
Charlie Murder,Xbox 360,8.09,8.48,7.70
Entwined,PS Vita,7.58,8.48,6.69
Police Stories,PC,7.97,8.48,7.46
Republique,PS4,7.79,8.48,7.09
Dragon Ball Xenoverse,Xbox One,7.75,8.48,7.02
Rebel Galaxy,PC,8.06,8.48,7.63
Metro 2033,Xbox 360,7.94,8.48,7.40
The Legend of Spyro: Dawn of the Dragon,Xbox 360,7.50,8.48,6.51
Lost Planet 2,Xbox 360,7.68,8.48,6.87
Call of Duty: Black Ops II,Xbox 360,8.39,8.48,8.30
Dante's Inferno,Xbox 360,7.96,8.48,7.43
Steins;Gate,PC,7.89,8.48,7.31
PAC-MAN and the Ghostly Adventures 2,PS3,7.60,8.48,6.71
NCAA Football 09,Xbox 360,8.08,8.48,7.68
The Darkness II,Xbox 360,8.10,8.48,7.71
Sushi Striker: The Way of Sushido,Switch,8.01,8.48,7.54
Project Hospital,PC,7.93,8.48,7.37
Aegis of Earth: Protonovus Assault,PS Vita,7.54,8.48,6.60
FIFA 20,PS4,8.16,8.48,7.83
Sublevel Zero,PC,7.82,8.48,7.15
Serious Sam 3: BFE,Xbox 360,7.65,8.48,6.81
Tower of Guns,PC,7.90,8.48,7.31
Tropico 4,Xbox 360,7.88,8.48,7.27
Poker Night 2,Xbox 360,7.68,8.48,6.88
The Lord of the Rings: War in the North,Xbox 360,7.47,8.48,6.46
Teslagrad,iOS,8.21,8.48,7.95
Saints Row,Xbox 360,8.15,8.48,7.82
Hand of Fate 2,PC,8.23,8.48,7.97
Family Guy: Back to the Multiverse,Xbox 360,6.52,8.48,4.56
Michael Jackson: The Experience,Xbox 360,7.38,8.48,6.28
Horizon Chase Turbo,Xbox One,7.92,8.48,7.35
War for the Overworld,PC,7.97,8.48,7.46
Call of Duty: Modern Warfare 3,Xbox 360,8.54,8.48,8.61
Antihero,PC,8.25,8.48,8.02
Modern Command,iOS,7.77,8.48,7.07
Phantasy Star Universe,Xbox 360,7.68,8.48,6.88
Lost Horizon,PC,7.82,8.48,7.16
Darksiders Genesis,PC,8.15,8.48,7.83
Guardians of Middle-Earth,Xbox 360,7.97,8.48,7.45
Call of Duty: Advanced Warfare,PS4,8.33,8.48,8.17
The King of Fighters XIII,Xbox 360,8.23,8.48,7.97
Medal of Honor,Xbox 360,7.92,8.48,7.35
Buddy & Me: Dream Edition,Wii U,7.52,8.48,6.57
Deathtrap Dungeon: The Interactive Video Adventure,PC,7.93,8.48,7.38
WarGroove,PC,8.30,8.48,8.12
The Binding of Isaac: Afterbirth+,Switch,8.39,8.48,8.31
Need for Speed: Shift,Xbox 360,8.09,8.48,7.69
Returner Zhero,iOS,8.16,8.48,7.83
Never Alone,PS4,7.89,8.48,7.31
Poker Night 2,PC,8.01,8.48,7.54
Doom 3,PC,8.25,8.48,8.02
Dragon Blaze,iOS,7.91,8.48,7.33
Forza Motorsport 2,Xbox 360,8.46,8.48,8.43
Gun,Xbox 360,7.75,8.48,7.02
Mirror's Edge,Xbox 360,8.12,8.48,7.76
Wet,Xbox 360,7.65,8.48,6.82
Renegade Ops,PS3,8.17,8.48,7.86
Need for Speed: Most Wanted - A Criterion Game,Xbox 360,8.32,8.48,8.16
Ace Combat 6: Fires of Liberation,Xbox 360,8.20,8.48,7.91
The Legend of Korra,Xbox 360,7.13,8.48,5.78
Maize,Xbox One,7.64,8.48,6.81
The Almost Gone,PC,7.82,8.48,7.16
Danganronpa V3: Killing Harmony,PC,8.22,8.48,7.96
Unreal Tournament III,Xbox 360,8.02,8.48,7.57
Assassin's Creed Liberation HD,Xbox 360,7.50,8.48,6.51
Chronicles of Teddy: Harmony of Exidus,PS4,7.89,8.48,7.31
Tom Clancy's Ghost Recon: Advanced Warfighter 2,Xbox 360,8.38,8.48,8.29
Street Fighter IV,Xbox 360,8.66,8.48,8.84
Star Warfare2:Payback,iOS,7.78,8.48,7.08
F.E.A.R. 3,Xbox 360,7.85,8.48,7.23
F.E.A.R. 2: Project Origin,Xbox 360,7.99,8.48,7.51
WWE 2K17,PS4,7.67,8.48,6.86
Sine Mora EX,PS4,8.17,8.48,7.86
"Bury me, my Love",iOS,8.15,8.48,7.83
NHL 12,Xbox 360,8.39,8.48,8.30
Mysterium: The Board Game,iOS,6.78,8.48,5.08
Divinity: Original Sin Enhanced Edition,Xbox One,8.52,8.48,8.56
Tom Clancy's Rainbow Six: Vegas,Xbox 360,8.46,8.48,8.44
Snake Pass,PC,7.78,8.48,7.08
SSX,Xbox 360,8.15,8.48,7.83
Command & Conquer 3: Tiberium Wars,Xbox 360,8.13,8.48,7.78
Tiger Woods PGA Tour 10,Xbox 360,8.01,8.48,7.55
Fieldrunners Attack!,iOS,7.42,8.48,6.35
Nier,PS3,7.59,8.48,6.71
Magic: The Gathering – Duels of the Planeswalkers 2014,Xbox 360,8.24,8.48,8.00
Age Of Zombies,PS Vita,7.61,8.48,6.75
NHL 13,Xbox 360,8.21,8.48,7.95
Zombie Tycoon II: Brainhov's Revenge,PS3,7.50,8.48,6.52
Skylanders Giants,Xbox 360,8.10,8.48,7.72
Tom Clancy's Splinter Cell: Double Agent,Xbox 360,8.41,8.48,8.34
Flashback,PS3,7.14,8.48,5.80
Overcooked! 2,Xbox One,8.13,8.48,7.78
Final Fantasy XIII-2,Xbox 360,8.08,8.48,7.69
Pure,Xbox 360,8.14,8.48,7.81
LEGO® Builder's Journey,iOS,8.31,8.48,8.14
Fable III,Xbox 360,8.26,8.48,8.05
The Misadventures of P.B. Winterbottom,PC,8.02,8.48,7.56
Joe Danger,PS Vita,8.26,8.47,8.04
The Elder Scrolls IV: Oblivion,PS3,8.46,8.47,8.44
Juicy Realm,iOS,8.40,8.47,8.33
Dishonored: Death of the Outsider,PC,8.28,8.47,8.08
Lord of Magna: Maiden Heaven,3DS,7.76,8.47,7.05
The Witness,PC,8.46,8.47,8.45
Pillars of Eternity II: Deadfire,PC,8.60,8.47,8.73
Runic Rampage,iOS,7.90,8.47,7.33
Shelter 2,PC,7.24,8.47,6.01
Crimsonland HD,iOS,8.01,8.47,7.55
Assassin's Creed,PS3,8.24,8.47,8.01
80 Days,iOS,8.47,8.47,8.46
Maize,PS4,7.28,8.47,6.10
NBA Playgrounds,PS4,7.53,8.47,6.59
Sprint Vector,PC,8.15,8.47,7.82
Her Majesty's SPIFFING,PS4,8.01,8.47,7.55
Red Faction: Armageddon,Xbox 360,7.73,8.47,7.00
Wolfenstein,Xbox 360,7.73,8.47,6.98
The Hong Kong Massacre,PS4,7.69,8.47,6.91
Gas Guzzlers Extreme,PC,7.90,8.47,7.32
Wonder Boy: The Dragon's Trap,Switch,8.21,8.47,7.94
The Mage's Tale,PS4,7.76,8.47,7.05
DRAGON QUEST II,iOS,8.08,8.47,7.68
Sunset Overdrive,Xbox One,8.36,8.47,8.25
Splatterhouse,Xbox 360,7.28,8.47,6.09
The Wonderful 101: Remastered,PC,8.03,8.47,7.58
Deadlight: Director's Cut,PS4,7.74,8.47,7.02
Q.U.B.E: Director's Cut,PS4,7.90,8.47,7.32
Battlefield: Bad Company 2,PC,8.48,8.47,8.48
Terra Battle,iOS,8.39,8.47,8.32
112 Operator,PC,7.86,8.47,7.26
Devil May Cry 4,Xbox 360,8.19,8.47,7.92
Dead Rising,Xbox 360,8.18,8.47,7.90
Overwatch,PS4,8.64,8.47,8.81
Destiny of Spirits,PS Vita,7.64,8.47,6.82
Unravel,PC,8.20,8.47,7.94
Swords and Soldiers 2 Shawarmageddon,PC,7.98,8.47,7.49
Crackdown,Xbox 360,8.20,8.47,7.94
Skylar & Plux: Adventure on Clover Island,PC,7.59,8.47,6.72
MUJO,iOS,8.19,8.47,7.90
EA Sports MMA,PS3,8.01,8.47,7.55
Singularity,Xbox 360,8.08,8.47,7.68
Does not Commute,iOS,8.40,8.47,8.33
Dragon Age II,Xbox 360,8.10,8.47,7.73
Resident Evil: Operation Raccoon City,Xbox 360,6.90,8.47,5.33
Sonic Unleashed,PS3,7.33,8.47,6.20
The Lost Bear,PS4,7.75,8.47,7.04
CounterSpy,PS4,7.63,8.47,6.80
NiGHTS into Dreams...,Xbox 360,7.91,8.47,7.35
Metro Exodus,PC,8.39,8.47,8.32
Judge Dredd: Dredd vs. Death,PC,7.18,8.47,5.89
#KillAllZombies,PS4,7.47,8.47,6.48
Fighting EX Layer,PS4,7.76,8.47,7.05
Arslan: The Warriors of Legend,PS4,7.65,8.47,6.83
Persona 4 Arena Ultimax,Xbox 360,8.30,8.47,8.13
Madden NFL 25,PS4,7.90,8.47,7.32
Madden NFL 17,PS4,8.34,8.47,8.22
Enslaved: Odyssey to the West,Xbox 360,8.13,8.47,7.79
Skylanders: SuperChargers,PS3,8.06,8.47,7.65
2064: Read Only Memories,PC,7.89,8.47,7.31
Killzone 2,PS3,8.71,8.46,8.96
RIVE,PS4,7.92,8.46,7.37
Fallout 4,Xbox One,8.63,8.46,8.80
Asura's Wrath,Xbox 360,7.75,8.46,7.03
Everspace,PS4,8.09,8.46,7.71
Mad Max,Xbox One,7.98,8.46,7.50
Brew Town,iOS,8.07,8.46,7.67
Mercenaries 2: World in Flames,Xbox 360,7.48,8.46,6.50
"Warhammer 40,000: Space Marine",Xbox 360,7.86,8.46,7.26
LEGO The Hobbit,PS3,7.87,8.46,7.27
Mirror's Edge Catalyst,PS4,7.84,8.46,7.21
Darksiders III,PS4,7.52,8.46,6.58
Shadowrun: Hong Kong,PC,8.11,8.46,7.75
Moco Moco Friends,3DS,7.48,8.46,6.50
Retro City Rampage DX,iOS,8.26,8.46,8.05
Army of Two,Xbox 360,7.51,8.46,6.56
